Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,1,2,2,0,1,1,1,0,1,1,116.76
1,1,1,2,0,0,0,0,1,0,1,94.612
2,3,1,1,1,1,0,0,0,0,1,28.7
3,1,3,2,1,0,1,0,1,1,1,147.528
4,4,3,1,0,1,1,0,0,1,1,38.272
5,4,2,2,0,0,0,1,0,0,1,36.528
6,1,3,1,1,0,1,1,1,1,1,159.55
7,4,1,2,0,0,0,1,1,1,0,25.284
8,1,1,3,0,1,0,1,0,0,1,86.046
9,4,1,2,1,0,1,1,0,0,1,22.998
10,2,2,3,0,1,1,0,0,1,0,58.482
11,3,2,2,0,0,1,1,0,0,0,50.756
12,1,1,3,1,1,0,1,0,0,0,80.424
13,3,2,1,0,0,1,1,0,1,1,43.634
14,2,2,2,1,1,0,1,0,0,0,65.462
15,3,3,1,1,0,1,0,1,0,0,63.958
16,3,3,1,1,0,0,1,0,1,0,56.496
17,1,3,1,1,0,0,0,0,1,1,137.002
18,3,2,1,0,0,0,0,1,0,0,50.298
19,4,1,3,0,1,1,0,1,1,0,24.598
20,4,1,1,1,1,0,0,1,1,0,22.996
21,1,3,1,1,0,0,1,0,1,1,151.178
22,2,3,1,0,0,1,1,1,0,0,104.552
23,4,1,3,1,0,0,1,0,1,0,23.864
24,2,1,3,0,0,1,1,0,0,1,47.062
25,2,2,2,1,1,0,1,1,0,1,70.742
26,3,2,1,0,0,1,0,1,1,0,42.816
27,4,1,3,1,1,1,1,0,0,0,23.282
28,4,3,2,1,1,1,0,0,1,0,37.616
29,2,2,3,0,1,1,1,1,1,1,66.036
30,4,1,2,1,1,0,0,1,0,1,22.97
31,4,1,2,1,1,0,0,1,0,1,22.97
32,4,1,2,1,1,0,0,1,0,1,22.97
33,4,1,2,1,1,0,0,1,0,1,22.97
34,4,1,2,1,1,0,0,1,0,1,22.97
35,4,1,2,1,1,0,0,1,0,1,22.97
36,4,1,2,1,1,0,0,1,0,1,22.97
37,4,1,2,1,1,0,0,1,0,1,22.97
38,4,1,2,1,1,0,0,1,0,1,22.97
39,4,1,2,1,1,0,0,1,0,1,22.97
40,4,1,2,1,1,0,0,1,0,1,22.97
41,1,1,2,1,1,0,0,1,0,1,86.884
42,4,1,2,1,1,0,0,1,0,1,22.97
43,4,1,2,1,1,0,0,1,0,1,22.97
44,1,1,2,1,1,0,0,1,0,1,86.884
45,4,1,2,1,1,0,0,1,0,1,22.97
46,3,1,2,1,1,0,0,1,0,1,30.908
47,2,3,2,1,1,0,0,1,0,1,90.64
48,4,2,2,1,1,0,0,1,0,1,33.836
49,1,1,3,1,1,0,0,1,0,1,86.6
50,3,3,2,0,1,0,0,1,0,1,66.854
51,4,1,2,1,1,0,0,1,0,1,22.97
52,4,2,3,1,1,0,0,1,0,1,33.89
53,2,1,2,0,1,0,0,1,0,1,49.28
54,1,3,1,1,1,0,0,1,0,1,171.77
55,3,1,2,1,0,1,0,0,1,1,29.928
56,4,2,3,0,1,0,0,1,0,1,36.348
57,2,1,1,1,0,0,1,1,1,0,47.338
58,4,3,2,1,1,1,0,0,0,1,43.208
59,1,1,2,0,0,0,0,1,0,0,93.892
60,3,2,1,1,1,1,1,0,1,1,41.07
61,4,1,3,1,1,0,0,1,0,1,23.036
62,4,3,2,0,0,0,1,1,0,0,53.128
63,2,1,2,1,1,1,0,0,1,1,42.4
64,4,1,1,1,1,0,0,1,0,1,22.928
65,3,2,1,0,0,0,1,1,0,0,54.174
66,1,1,1,1,1,1,0,0,1,1,78.394
67,4,3,1,1,1,0,0,1,0,1,46.252
68,4,1,1,1,1,0,0,1,0,0,22.794
69,2,1,1,0,0,0,1,1,1,0,50.31
70,4,2,1,1,1,1,0,0,0,0,31.516
71,3,1,1,1,1,0,0,1,0,0,30.764
72,4,1,1,1,1,0,1,1,0,0,23.082
73,1,3,1,0,0,0,0,1,1,0,153.338
74,4,1,1,1,1,1,0,0,0,0,21.678
75,2,2,1,1,1,1,0,0,0,0,60.89
76,4,1,1,1,1,1,1,0,0,0,21.942
77,4,1,1,1,0,1,1,0,0,0,22.746
78,3,3,1,0,1,1,1,0,1,0,58.194
79,4,1,1,1,1,1,1,0,0,0,21.942
80,1,1,1,1,1,1,1,0,0,0,79.414
