Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,2,1,2,10,10,1,1000,10,1024,10000,2,0,2.3892682730908606e-05
1,4,1,2,10,10,0,1,10,1024,10000,2,0,7.0442172713058576e-06
2,4,1,4,10,10,1,1,1000,1024,10000,2,29,0.14456491803671362
3,4,1,4,10,10,0,1,1000,512,100,2,29,1.1507815912859377e-05
4,4,10,2,1000000,1,0,1,10,1024,100,5,29,0.0008226390263379339
5,4,10,4,1000000,1,0,1,1000,1024,100,5,0,2.686595941463877e-06
6,4,10,4,1000000,1,0,1000,10,512,10000,5,29,2.0574247014567112e-05
7,4,10,4,10,10,1,1,10,512,10000,2,29,1.53474733975752e-05
8,2,10,2,1000000,10,0,1,1000,1024,100,5,0,2.011821073075767e-05
9,2,10,2,10,1,0,1000,1000,512,10000,5,0,0.2828451424797044
10,4,10,4,1000000,1,0,1000,10,1024,10000,5,0,7.92450793121937e-06
11,2,1,2,1000000,1,1,1000,10,512,100,2,29,0.0013430977977609802
12,2,10,2,1000000,10,1,1,10,512,10000,5,29,4.841783808443339e-06
13,2,1,4,1000000,1,1,1,1000,512,100,5,0,1.4010453696599912e-05
14,2,1,2,1000000,1,0,1,10,512,100,2,0,0.0013527558548277893
15,4,10,2,10,1,1,1000,10,1024,10000,5,29,1.77395403797967e-05
16,4,1,2,10,10,0,1,1000,1024,100,5,29,6.559490061784221e-06
17,2,1,4,1000000,10,1,1000,1000,1024,10000,5,29,2.5763014801535818e-05
18,2,10,2,10,1,1,1000,10,1024,100,5,29,0.26636839228764275
19,4,1,2,10,10,0,1,1000,1024,100,5,0,2.5418897746302597e-05
20,4,1,4,1000000,10,0,1,10,1024,10000,5,29,1.0793988013042777e-05
21,2,10,2,10,10,1,1,10,1024,10000,2,0,6.750298500922561e-06
22,2,10,4,10,10,0,1000,1000,512,100,2,0,2.082822220593544e-05
23,4,10,4,1000000,1,1,1000,10,512,10000,5,29,9.947764952262716e-06
24,4,1,4,1000000,1,0,1000,1000,1024,100,5,29,3.116667141308703e-06
