Iteration,fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,0,0,0,1,64,8,4096,46327.79999385772
1,1,0,0,0,1,64,8,256,133634.40001930558
2,1,1,1,0,0,64,32,1024,134439.4000012558
3,1,1,0,1,0,64,2,4096,131709.20001685273
4,0,0,0,0,1,128,2,256,47198.600002909676
5,1,1,1,1,1,256,2,4096,127524.79997814714
6,1,0,0,0,1,64,8,1024,134427.40000133737
7,1,1,0,1,1,256,2,1024,130103.39997177289
8,0,0,1,1,0,128,32,4096,46256.59998904558
9,1,1,0,0,1,256,8,256,131945.9999999169
10,1,1,1,0,1,256,8,4096,131231.19999873248
11,0,0,0,1,1,64,2,256,46471.19998709417
12,0,1,0,0,0,64,2,4096,46153.99998903625
13,1,1,1,0,1,256,32,256,129297.00000883642
14,1,0,1,0,0,64,32,4096,135629.99996986528
15,0,1,1,0,0,256,2,1024,46191.3999999627
16,0,1,0,1,1,256,2,4096,46614.99997048104
17,1,1,0,1,1,256,8,256,132543.60003186195
18,1,0,0,1,0,128,8,1024,136143.59999060532
19,0,0,1,1,0,256,2,4096,46625.00003092645
20,1,0,0,0,0,128,2,4096,133393.1999961725
21,0,0,1,1,0,64,2,4096,46806.800021807736
22,1,1,1,0,1,64,8,1024,127709.60002826888
23,0,0,0,1,1,64,8,4096,46806.60001366846
24,0,1,1,1,1,64,2,256,46733.199989919056
25,1,1,0,1,1,256,8,256,132543.5999788769
26,0,0,0,0,0,256,8,256,46305.599968167764
27,0,1,0,0,1,128,2,256,47040.19998501868
28,1,1,0,1,1,128,8,1024,129166.20003586772
29,0,1,1,1,1,64,8,4096,46753.39997559846
30,1,1,0,0,1,256,2,256,135921.99997724866
31,0,0,0,0,0,256,2,1024,46194.59998052781
32,0,0,1,0,1,256,8,1024,46106.2000023928
33,1,0,1,0,1,256,2,256,135600.2000297355
34,0,0,1,1,1,64,2,4096,46572.800011621555
35,0,0,1,1,1,256,32,1024,46821.80001063097
36,0,1,1,0,0,256,2,1024,46191.40001406596
37,0,1,0,1,0,256,32,256,46332.99998022406
38,0,0,1,0,1,256,2,256,46341.99999626445
39,1,1,0,0,1,64,8,256,134080.80003183373
40,0,1,1,0,0,128,8,256,46214.599982061845
41,0,0,1,0,0,128,8,256,46139.99998395029
42,1,0,1,1,0,64,8,256,141618.40000636067
43,1,1,0,1,0,64,8,256,133942.9999857363
44,1,0,0,0,0,64,32,4096,131737.39995365372
45,1,0,1,0,1,64,32,256,134956.00000989926
46,1,0,1,1,1,128,2,256,141082.40002550025
47,1,0,1,0,1,128,2,1024,135485.60001474217
48,0,0,1,1,0,64,8,256,46557.39994816166
49,0,0,1,0,0,64,8,4096,46330.799992286855
50,0,0,0,1,1,64,8,256,46340.20001115033
51,1,1,1,0,1,64,2,256,132282.59997246222
52,0,1,0,1,0,128,2,1024,46599.400028502845
53,1,0,0,1,1,64,2,256,131695.00000303992
54,1,0,1,1,0,256,32,256,140016.80001571722
55,0,1,0,1,1,256,32,4096,47368.00000963258
56,1,1,1,1,1,256,8,4096,134411.4000112723
57,0,1,1,1,1,64,32,256,46707.60001004503
58,0,1,1,1,1,128,32,4096,46787.200008307016
59,1,1,1,0,1,128,2,256,130635.199968948
60,0,0,1,0,0,128,8,1024,46245.00004599949
61,0,0,1,0,0,128,8,1024,46244.999981898916
62,0,0,1,0,0,128,8,1024,46245.000024926885
63,0,0,0,0,0,128,8,1024,46207.99997852848
64,0,0,1,0,0,128,8,4096,46163.20002752979
65,0,0,0,0,0,256,8,1024,46251.99998579452
66,0,0,1,0,0,128,8,4096,46163.19997585949
67,0,0,1,0,0,256,8,1024,46146.20000050102
68,0,0,1,0,0,256,8,1024,46146.200017736424
69,0,0,1,0,0,256,8,1024,46146.19999077859
70,0,0,1,0,0,256,8,1024,46146.19997821312
71,0,0,1,0,0,256,8,1024,46146.200033203626
72,0,0,1,0,0,256,8,1024,46146.20001005229
73,0,0,1,0,0,256,8,1024,46146.199999882294
74,0,0,1,0,0,256,8,1024,46146.20000318622
75,0,0,1,0,0,256,8,1024,46146.19999914202
76,0,0,1,0,0,256,8,1024,46146.199982199454
77,0,0,1,0,0,128,8,1024,46244.99999425835
78,0,0,1,0,0,256,8,1024,46146.19998558739
79,0,0,1,0,0,256,8,1024,46146.19999168561
80,0,0,1,0,1,128,8,1024,46364.99997269913
81,0,0,1,0,0,256,8,1024,46146.19997898389
82,0,0,1,0,1,128,8,1024,46365.000034215176
83,0,0,1,0,0,256,8,256,46381.59998568971
84,0,0,1,0,1,256,32,1024,45939.80002396464
85,0,0,1,0,1,128,32,256,46260.20002375367
86,0,0,1,0,1,256,32,1024,45939.799946703584
87,0,0,1,0,1,256,32,1024,45939.80000131704
88,0,0,1,0,1,256,32,1024,45939.80001375714
89,0,0,1,0,1,256,32,1024,45939.79999016198
90,0,0,1,0,1,256,32,1024,45939.80000622329
91,0,0,1,0,1,256,32,1024,45939.800027216654
92,0,0,1,0,1,256,32,1024,45939.79999589601
93,0,0,1,0,1,256,32,1024,45939.799994641406
94,0,0,1,0,1,256,32,1024,45939.8000060313
95,0,0,1,0,1,256,32,1024,45939.80003777199
96,0,0,1,0,1,256,32,1024,45939.799996005466
97,0,0,1,0,1,256,32,1024,45939.799957540316
98,0,0,1,0,1,256,32,1024,45939.79997726942
99,0,0,1,0,1,256,32,1024,45939.79994705577
100,0,0,0,0,1,256,32,1024,46176.600003151405
101,0,0,1,0,1,256,32,1024,45939.80001142629
102,0,0,1,0,1,256,32,1024,45939.799971518434
103,0,0,1,0,1,256,32,1024,45939.80000338787
104,0,0,1,0,1,256,32,1024,45939.800008264305
105,0,0,1,0,1,256,32,1024,45939.79997313946
106,0,0,1,0,1,256,32,1024,45939.80001085591
107,0,0,1,0,1,256,32,1024,45939.80002255128
108,0,0,1,0,1,256,32,1024,45939.800001043026
109,0,0,1,0,1,256,32,4096,47000.200002696576
110,0,0,1,0,1,256,32,1024,45939.800008535516
111,0,0,1,0,1,256,32,1024,45939.79998853033
112,1,0,1,0,1,256,32,1024,134690.40000915556
113,0,0,1,0,1,256,32,1024,45939.799973672365
114,0,1,1,0,1,256,32,4096,46447.80002483502
115,0,0,1,0,1,256,32,1024,45939.799957001196
116,0,0,0,0,1,64,32,1024,46172.200022339406
117,1,0,1,0,1,256,32,1024,134690.40003275406
118,0,0,1,0,1,256,32,1024,45939.79997768081
119,0,1,1,0,1,256,32,1024,46493.80001448346
120,0,0,1,1,1,256,32,4096,46299.19997865117
121,0,0,0,0,1,64,32,1024,46172.20003863519
122,0,0,1,0,1,256,32,1024,45939.80003692021
123,1,0,1,0,1,256,32,1024,134690.3999733156
124,0,0,1,0,1,256,32,1024,45939.79998082188
125,0,1,1,1,1,256,32,4096,46325.40000150341
126,0,0,1,0,1,256,2,1024,46177.19999115863
127,0,0,0,0,1,64,32,1024,46172.20000393713
128,1,0,1,0,1,256,32,1024,134690.39999346246
129,0,0,1,0,1,256,32,1024,45939.80003280359
130,0,1,1,1,1,256,32,1024,46796.199969039764
131,0,0,1,0,1,256,2,4096,46300.999995911654
132,0,0,0,0,1,64,32,1024,46172.19994619637
133,0,0,1,0,1,256,32,1024,45939.79998966133
134,1,0,1,0,1,256,32,1024,134690.40000376766
135,0,0,1,0,1,256,32,1024,45939.800048207304
136,0,1,1,1,1,256,2,1024,46812.19997902819
137,0,0,1,0,1,256,32,256,46281.99998283038
138,0,0,0,0,1,128,32,1024,46299.200018443145
139,0,0,1,0,1,64,32,4096,47106.4000046138
140,0,0,1,0,1,256,32,1024,45939.80001172651
141,1,0,1,0,1,256,32,1024,134690.40000911654
142,0,0,1,1,1,256,2,1024,47568.60001474807
143,0,1,1,0,1,256,32,256,46169.79999096737
144,0,0,1,0,1,128,32,1024,47486.599998730686
145,0,0,0,0,1,256,32,1024,46176.59998465731
146,0,0,1,0,1,256,32,4096,47000.200077044385
147,1,0,1,0,1,64,32,1024,138701.3999780832
148,0,0,1,1,1,256,2,1024,47568.60003126297
149,0,1,1,0,1,256,32,1024,46493.7999653302
