Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,93610.8
1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,66444.4
2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,83131.6
3,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,89033.6
4,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,82272.6
5,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,76392.2
6,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,81504.0
7,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,62572.6
8,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,77838.6
9,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,85190.6
10,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,77850.8
11,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,87009.8
12,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,98183.4
13,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,70378.0
14,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,68937.4
15,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,83475.2
16,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,77295.0
17,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,92349.2
18,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,75430.2
19,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,75079.6
20,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,80354.6
21,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,79737.4
22,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,75984.8
