Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,4,1,1,0,1,1,1,1,1,0,24.974
1,2,1,1,1,0,1,1,0,1,1,43.84
2,3,3,2,0,1,0,0,1,0,0,66.744
3,3,1,1,0,0,0,1,0,0,1,31.612
4,2,2,1,1,1,1,1,0,1,0,58.786
5,1,1,2,0,1,1,1,0,0,1,85.752
6,4,2,1,1,1,0,0,1,1,1,29.814
7,1,2,3,1,0,1,1,1,1,1,119.64
8,2,1,3,1,1,0,1,1,1,0,45.94
9,3,1,1,1,1,1,0,1,1,1,31.218
10,4,1,3,0,0,1,0,1,0,1,25.41
11,4,2,2,1,0,0,1,0,1,0,31.214
12,3,2,2,0,0,1,0,1,1,1,43.036
13,1,1,1,0,0,0,1,0,0,1,86.836
14,2,3,1,0,1,1,0,1,1,1,80.088
15,3,3,2,1,1,0,1,1,1,1,58.658
16,4,3,3,1,0,0,0,0,0,0,44.528
17,1,3,1,1,0,0,1,0,1,0,151.058
18,1,1,3,1,0,0,0,1,1,1,88.844
19,2,2,2,0,1,1,1,1,1,1,66.324
20,2,2,3,0,1,0,0,0,1,0,58.45
21,3,2,3,0,1,1,0,0,1,1,40.426
22,1,2,2,0,1,1,1,1,1,0,124.088
23,2,1,2,0,0,0,1,1,0,1,50.474
24,1,3,2,1,1,1,1,1,0,0,183.844
25,4,2,3,1,0,0,1,1,1,0,31.854
26,4,3,1,1,0,0,1,1,1,0,42.884
27,4,1,1,1,1,0,0,1,1,0,22.996
28,1,1,1,1,0,0,1,1,1,1,89.314
29,3,2,1,1,1,0,0,0,0,0,42.238
30,4,1,1,0,1,1,0,1,1,0,24.768
31,4,1,1,0,1,1,0,1,1,0,24.768
32,4,1,1,0,1,1,0,1,1,0,24.768
33,4,1,1,0,1,1,0,1,1,0,24.768
34,4,1,1,0,1,1,0,1,1,0,24.768
35,4,1,1,0,1,1,0,1,1,0,24.768
36,4,1,1,1,1,0,0,1,1,0,22.996
37,4,1,1,1,1,0,0,1,1,0,22.996
38,4,1,1,1,1,0,0,1,0,0,22.794
39,4,1,1,1,1,0,0,1,0,0,22.794
40,4,1,1,1,1,0,0,1,0,0,22.794
41,4,1,1,1,1,0,0,1,0,0,22.794
42,4,1,1,1,1,0,0,1,0,0,22.794
43,3,1,1,1,1,0,0,0,0,0,28.612
44,2,1,1,1,1,0,0,1,0,0,45.512
45,4,3,1,1,1,0,0,1,0,0,46.31
46,4,1,3,1,1,0,0,0,0,0,22.984
47,3,1,2,1,1,0,0,1,0,0,30.79
48,2,3,1,1,1,0,0,1,0,0,90.536
49,4,1,1,1,1,0,0,0,0,0,21.636
50,4,1,3,1,1,0,0,0,0,0,22.984
51,1,3,2,1,0,0,0,0,0,1,157.648
52,3,1,1,1,1,0,0,0,0,0,28.612
53,2,2,3,1,1,0,0,0,0,0,61.806
54,4,1,2,1,0,0,0,0,0,1,22.878
55,1,3,1,1,1,0,0,0,0,0,155.706
56,4,2,1,1,1,0,1,0,0,0,33.316
57,2,1,3,1,0,0,0,0,0,1,44.27
58,3,1,2,1,1,0,1,0,0,0,29.56
59,4,3,1,1,1,0,0,0,0,1,42.36
60,1,2,1,1,0,0,0,0,0,0,115.818
61,4,1,3,1,1,0,1,0,0,0,23.358
62,2,1,2,1,1,0,0,0,0,1,42.21
63,3,2,1,1,0,1,0,0,0,0,43.066
64,4,1,1,0,1,0,1,0,0,0,23.72
65,1,3,1,1,1,1,0,0,0,0,156.346
66,4,1,3,0,0,0,0,0,0,1,24.924
67,4,1,2,1,1,0,1,1,0,0,23.02
68,4,2,1,1,1,1,0,0,0,0,31.516
69,2,1,1,0,1,0,0,1,0,0,48.992
70,3,3,1,1,0,0,1,1,0,1,71.612
71,1,1,3,1,1,1,0,0,0,0,79.97
72,4,1,1,0,1,0,0,1,0,0,24.874
73,4,2,2,1,1,0,0,0,0,0,31.846
74,4,1,1,1,0,1,1,1,0,1,24.092
75,3,1,1,0,1,0,0,1,0,0,33.398
76,4,3,1,1,1,0,0,0,0,0,42.47
77,2,1,3,1,1,0,0,1,1,0,45.536
78,1,2,1,1,1,1,1,1,0,0,132.104
79,4,1,2,0,0,0,0,0,0,1,24.066
80,4,1,1,1,1,0,0,1,1,0,22.996
81,4,3,1,1,1,0,0,0,0,0,42.47
82,3,1,3,1,1,1,0,1,0,0,30.756
83,2,1,1,0,0,0,1,1,1,1,50.44
84,1,2,2,1,1,0,0,0,0,0,114.79
85,4,1,1,1,1,0,0,1,0,0,22.794
