Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0.1757533047995962
1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0.9930559456918943
2,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0.9950441968207926
3,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0.9930281182461543
4,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0.9940552859787853
5,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0.9920501869914572
6,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0.9920462329117342
7,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0.9940562765061394
8,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.9970141706518684
9,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0059689684389503785
10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.016878245536958804
11,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0.003975158868007151
12,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0.9980280383196135
13,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0.020854963638153583
14,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0.9920424312045064
15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.014871444745998086
16,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0.9930598861307518
17,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0.9940358426484828
18,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0.02976174387111764
19,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0.9930405930267534
20,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0.0029811255425139386
21,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0.002976241035613246
22,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0.9940474451635917
23,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.9920527634738281
24,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0.006949938003012769
25,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0.005940631292592368
26,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.017872999526444833
27,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.0069539806463633945
28,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0.992069766390182
29,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.006952051860054856
30,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.005949990893016234
31,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0.006949214523230841
32,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0.00693847308975791
33,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0.9960202668448771
34,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0.9920530998456879
35,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0.9880816929850681
36,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0.993060230037688
37,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.9940232452448191
38,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.005940000567906904
39,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0.9940570035092376
40,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0.17477579456943396
41,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0.028792921219769597
42,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0.9910534028316842
43,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0.994013808743461
44,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.0010004366701120708
45,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0.996012920796149
46,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0009979751775240774
47,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0.002985067338311432
48,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0.9930261055273485
49,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0.9940424640953207
50,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0.010933910159332129
51,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0.015881370914519632
52,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0.004956091358647193
53,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.0010052195590414276
54,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0.9940645155170001
55,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0.993041555790338
56,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0.9990046949328428
57,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.005976806369365017
58,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0.012897219578721045
59,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0.006937369060266793
60,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0.9940248379490025
61,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.0029864086235297923
62,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0.01884759509388031
63,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0.9940254159281878
64,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0.9990028250834406
65,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.002977424919795128
66,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0.019860229097294596
67,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0.005949902220923442
68,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0.028802576962875505
