Iteration,new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
161,1,0,1,2,1,1,512,9,337.4748
162,0,1,2,0,1,0,4096,0,31.6904
163,0,1,2,2,0,0,512,0,31.1458
164,0,2,2,2,1,0,512,1,163.8384
165,0,1,2,2,1,0,1024,5,337.4748
166,1,1,1,2,1,1,512,0,337.4748
167,0,0,2,0,1,0,2048,0,163.7926
168,0,1,2,2,0,0,512,9,337.4748
169,0,1,2,2,1,0,4096,0,31.3372
170,0,2,2,2,1,0,512,0,337.4748
171,1,1,1,2,1,1,512,1,337.4748
172,0,1,2,0,1,0,1024,5,337.4748
173,0,0,2,2,0,0,512,0,161.9756
174,0,1,2,1,1,0,2048,0,31.9244
175,0,1,2,2,1,0,512,9,337.4748
176,1,2,1,2,1,1,4096,0,337.4748
177,0,1,2,2,1,0,512,0,30.8186
178,0,1,2,0,0,0,512,1,337.4748
179,0,1,2,1,1,0,1024,5,337.4748
180,0,0,2,2,1,0,512,0,165.7538
181,1,1,1,2,1,1,2048,0,337.4748
182,0,2,2,2,1,0,512,9,165.94
183,0,1,2,2,0,0,4096,0,31.4676
184,0,1,2,1,1,0,512,0,31.03
185,0,1,2,0,1,0,512,1,337.4748
186,1,0,1,2,1,1,1024,5,337.4748
187,0,1,2,2,1,0,512,0,30.8186
188,0,2,2,2,0,0,2048,0,337.4748
189,0,1,2,2,1,0,512,9,337.4748
190,0,1,2,1,1,0,4096,0,32.1888
191,1,1,2,0,1,1,512,0,32.436
192,0,0,1,2,1,0,512,1,337.4748
193,0,1,2,2,0,0,1024,5,337.4748
194,0,1,2,2,1,0,512,0,30.8186
195,0,2,2,2,1,0,2048,0,337.4748
196,1,1,2,1,1,1,512,9,337.4748
197,0,1,1,0,1,0,4096,0,32.237
198,0,0,2,2,0,0,512,0,161.9756
199,0,1,2,2,1,0,512,1,337.4748
200,0,1,2,2,1,0,1024,5,337.4748
201,1,2,2,2,1,1,512,0,337.4748
202,0,1,1,1,1,0,512,0,337.4748
203,0,1,2,0,0,0,2048,9,337.4748
204,0,0,2,2,1,0,512,0,165.7538
205,0,1,2,2,1,0,4096,0,31.3372
206,1,1,2,2,1,1,512,1,337.4748
207,0,2,1,2,1,0,1024,5,337.4748
208,0,1,2,1,1,0,512,0,31.03
209,0,1,2,0,0,0,512,0,31.3186
210,0,0,2,2,1,0,2048,9,337.4748
211,0,1,2,2,1,1,512,0,31.6432
212,1,1,1,2,1,0,4096,0,337.4748
213,0,2,2,2,1,0,512,1,163.8384
214,0,1,2,1,0,0,1024,5,337.4748
215,0,1,2,0,1,0,512,0,31.0946
216,0,0,2,2,1,1,512,0,163.3642
217,1,1,1,2,1,0,2048,9,337.4748
218,0,1,2,2,1,0,512,0,30.8186
219,0,2,2,2,0,0,4096,0,337.4748
220,0,1,2,1,1,0,512,1,337.4748
221,0,1,2,2,1,1,1024,5,337.4748
222,1,0,1,0,1,0,512,0,166.168
223,0,1,2,2,1,0,512,0,30.8186
224,0,1,2,2,0,0,2048,9,337.4748
225,0,2,2,2,1,0,512,0,337.4748
226,0,1,2,2,1,0,512,0,30.8186
227,0,1,2,2,1,0,512,0,30.8186
228,0,1,2,2,1,0,512,0,30.8186
229,0,1,2,2,1,0,512,0,30.8186
230,0,1,2,2,1,0,512,0,30.8186
231,0,1,2,2,1,0,512,0,30.8186
232,0,1,2,2,1,0,512,0,30.8186
233,0,1,2,2,1,0,512,0,30.8186
234,0,1,2,2,1,0,512,0,30.8186
235,0,1,2,2,1,0,512,0,30.8186
236,0,1,2,2,1,0,512,0,30.8186
237,0,1,2,2,1,0,512,0,30.8186
238,0,1,2,2,1,0,512,0,30.8186
239,0,1,2,2,1,0,512,0,30.8186
240,0,1,2,2,1,0,512,0,30.8186
241,0,1,2,2,1,0,512,0,30.8186
242,0,1,2,2,1,0,512,0,30.8186
243,0,1,2,2,1,0,4096,0,31.3372
244,0,1,2,2,1,0,512,0,30.8186
245,0,1,2,2,1,0,512,1,337.4748
246,0,1,2,1,1,0,1024,5,337.4748
247,0,1,2,2,1,0,512,0,30.8186
248,0,0,2,0,1,0,512,0,166.1266
249,0,1,2,2,1,0,2048,9,337.4748
250,1,1,1,2,1,1,512,0,337.4748
251,0,2,2,2,1,0,4096,0,337.4748
252,0,1,2,2,0,0,512,1,337.4748
253,0,1,2,1,1,0,1024,0,31.5162
254,0,1,2,0,1,0,512,5,337.4748
255,0,0,2,2,1,1,512,0,163.3642
256,1,1,1,2,1,0,2048,0,337.4748
257,0,1,2,2,1,0,512,0,30.8186
258,0,1,2,2,1,0,512,0,30.8186
259,0,1,2,2,1,0,512,9,337.4748
260,0,2,2,2,0,0,512,0,337.4748
261,0,1,2,1,1,0,4096,0,32.1888
262,0,1,2,2,1,0,512,1,337.4748
263,0,1,2,0,1,0,512,0,31.0946
264,1,0,1,2,1,1,1024,5,337.4748
265,0,1,2,2,1,0,512,0,30.8186
266,0,1,2,2,0,0,2048,0,31.9334
267,0,2,2,2,1,0,512,9,165.94
268,0,1,2,1,1,0,512,0,31.03
269,0,1,2,2,1,1,4096,0,31.6068
270,1,1,1,0,1,0,512,1,337.4748
271,0,0,2,2,1,0,512,0,165.7538
272,0,1,2,2,0,0,1024,5,337.4748
273,0,1,2,2,1,0,512,0,30.8186
274,0,2,2,2,1,0,2048,0,337.4748
275,0,1,2,1,1,1,512,9,337.4748
276,1,1,1,2,1,0,512,0,337.4748
277,0,1,2,0,1,0,4096,0,31.6904
278,0,0,2,2,0,0,512,1,337.4748
279,0,1,2,2,1,0,512,0,30.8186
280,0,1,2,2,1,0,1024,5,337.4748
281,0,2,2,2,1,0,512,0,337.4748
282,1,1,1,1,1,1,2048,0,337.4748
283,0,1,2,2,1,0,512,9,337.4748
284,0,1,2,0,0,0,512,0,31.3186
285,0,0,2,2,1,0,4096,0,163.2174
286,0,1,2,2,1,0,512,1,337.4748
287,0,1,2,2,1,0,512,0,30.8186
288,1,2,1,2,1,1,1024,5,337.4748
289,0,1,2,2,1,0,512,0,30.8186
290,0,1,2,1,0,0,512,0,30.7448
291,0,1,2,1,0,0,2048,9,337.4748
292,0,0,2,1,0,0,512,0,165.9226
293,1,1,1,1,0,1,4096,0,337.4748
294,0,2,2,1,0,0,512,1,165.4646
295,0,1,2,1,0,0,1024,5,337.4748
296,0,1,2,1,0,0,512,0,30.7448
297,0,1,2,1,0,0,512,0,30.7448
298,0,1,2,1,0,0,512,0,30.7448
299,0,0,2,1,0,0,2048,9,337.4748
