Iteration,spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0.0029626063067566774
1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0.006949250772928445
2,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0.006966000153220966
3,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.0069494311476073906
4,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.10328380655367808
5,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.9940346693061519
6,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.012896070478143357
7,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0.9920755369875864
8,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0.006963076970004296
9,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.006941801816184192
10,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0.9920480271525702
11,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0.9920696578066949
12,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0.014895384205538386
13,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0.993042666645057
14,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.004967557061637545
15,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0.992062994653922
16,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0.008931434163672052
17,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0.006923032805328755
18,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0.9940228050345855
19,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0.0069285333842571475
20,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0.9940546239570344
21,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0.01192685699697536
22,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0.9920517270817915
23,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0.013895749372322649
24,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0.0029784697332635507
25,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0.004964207761419056
26,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0.9960321543666142
27,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.994055487819941
28,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0.0049928118502602925
29,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0.023830256889606223
30,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0.9940362053227348
31,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0.006974897769831142
32,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.003982779760159142
33,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.992055594148748
34,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0.9940443427576732
35,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0.00894069194543098
36,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0.018878823653581414
37,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0.9950251798216361
38,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.9940549325744229
39,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0.9950338758427529
40,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0.008945951266828758
41,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0.17675676546417363
42,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0029839610458049317
43,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0.005963113686457139
44,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.01488266852520169
45,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0.9940421887557556
46,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.00395287936726074
47,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0.0029684337764266633
48,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0.9980125677632753
49,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0.9950392225085665
50,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.9989969425830354
51,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0.004963387263198347
52,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0.023840139421504026
53,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0029910756858931866
54,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0.012923331355649196
55,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0.9940443658751754
56,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0.0029759562369106388
57,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0.013905226071366497
58,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0.994056356457946
59,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.014897762693026978
60,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.9920661697043343
61,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0.004960833705239929
62,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0.006963633319354509
63,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0.006946296946944319
64,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0.0009821573139417738
65,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0.9950467995237556
66,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0.9989934091905927
67,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.010924839259019265
68,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0.699086822433091
69,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0.9940436762585547
70,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0.0029637386100124607
71,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0.011946048519022215
72,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.9940638872894129
73,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0.00497871433719351
74,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0.9940442963954361
75,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0.006953238904448042
76,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0.993052044444348
77,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0.006975050622132745
78,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0.992078366035798
79,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0.9940342795193218
80,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029626873845156787
81,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0030039132702523513
82,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029763186609571635
83,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029657439096151795
84,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.002976257014970419
85,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.002988817023148126
86,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.002976505828537345
87,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029881327097207614
88,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029591482578253028
89,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.0029800387578777948
90,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.000992438604727613
91,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0009683900897293155
92,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.001008283709578142
93,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0010021578570769197
94,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0009924677948156605
95,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0.0010044559063995253
96,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.001005121664933048
97,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.00100581593823642
98,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.0009969580211838744
99,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.0009702445365944673
100,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.0010029065224805074
101,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.0010016001924062934
102,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0.0010009181800501124
