Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,2,1,0,1,0,40,32,2,17692.6
1,1,0,0,0,1,100,512,4,11825.0
2,2,1,0,1,0,0,512,0,17811.4
3,4,1,1,1,1,20,2,10,416691.0
4,5,1,0,0,1,100,2,10,300665.6
5,4,0,0,1,0,10,256,8,124477.4
6,3,0,0,0,0,60,512,8,37962.2
7,4,0,1,0,1,10,512,0,9233.4
8,3,1,1,1,1,0,256,2,15943.2
9,5,1,1,1,0,30,32,10,301840.4
10,5,0,0,1,1,20,2048,6,47684.2
11,1,0,0,0,1,40,64,4,11913.6
12,4,0,1,0,1,100,16,0,8982.0
13,2,1,0,1,0,90,8,8,109184.4
14,2,0,1,1,0,90,32,8,103637.8
15,3,0,1,0,1,0,64,6,20721.6
16,4,1,0,1,0,100,16,2,35632.4
17,1,1,0,0,0,0,256,0,17878.6
18,4,1,0,0,0,90,256,6,19377.2
19,1,0,1,0,1,90,4,0,17690.2
20,2,0,1,0,1,90,1,10,82972.6
21,1,0,0,1,1,20,4,6,103095.6
22,4,1,0,0,0,30,1024,10,119660.0
23,2,1,1,1,0,10,512,2,17672.4
24,4,1,0,1,0,0,2,10,420682.6
25,4,0,1,0,0,50,512,0,8925.4
26,1,0,1,1,1,30,128,2,17669.8
27,3,0,1,1,1,100,128,10,48330.0
28,5,0,1,0,0,10,4,0,9092.4
29,4,1,1,0,0,30,32,8,41612.0
30,4,0,1,0,1,50,4096,0,8989.0
31,4,0,1,0,1,70,16,0,8973.4
32,4,0,1,0,0,70,16,4,13166.6
33,4,0,1,0,1,70,16,0,8973.4
34,4,0,1,0,0,80,4096,0,8927.2
35,4,0,1,0,0,80,4096,0,8927.2
36,5,0,1,0,0,50,4096,4,9146.2
37,4,0,1,0,0,80,512,0,8919.0
38,3,0,1,0,0,50,512,0,12128.4
39,4,0,1,0,0,80,512,0,8919.0
40,5,0,1,0,0,80,512,4,9290.2
41,4,0,1,0,0,80,2048,0,8901.4
42,3,0,1,0,0,60,2048,0,12031.6
43,2,0,1,0,0,80,2048,8,101422.0
44,4,0,1,0,0,40,8,2,9123.0
45,5,0,1,0,0,80,2048,6,47799.2
46,4,0,1,0,0,80,1024,4,12834.4
47,3,0,1,0,0,60,1,0,14422.0
48,1,0,0,0,0,40,2048,8,101485.2
49,2,1,1,0,0,20,64,0,5167.2
50,2,1,1,0,0,20,64,6,89254.4
51,2,1,0,1,0,20,64,2,17690.2
52,2,1,1,0,0,20,64,0,5167.2
53,2,1,0,1,0,20,64,10,103760.4
54,2,1,1,0,0,20,64,0,5167.2
55,2,1,1,0,0,20,64,6,89254.4
56,2,1,0,1,0,20,2,8,117558.8
57,2,1,1,0,1,20,64,4,4969.4
58,2,1,1,0,1,100,8,4,9092.4
59,2,1,0,1,1,20,256,4,12081.6
60,2,1,1,0,1,10,64,4,5738.8
61,2,1,1,0,1,0,1,4,18027.0
62,1,1,0,1,1,60,128,4,11805.0
63,2,1,1,0,1,20,32,2,5165.8
64,2,1,1,0,1,40,32,2,4948.4
65,5,1,1,0,1,40,32,2,9203.4
66,3,1,0,1,1,40,32,2,12294.2
67,1,1,1,0,1,40,1024,2,17778.6
68,2,1,1,0,1,90,32,2,4661.0
69,2,1,1,1,1,90,32,2,17650.4
70,5,1,1,0,1,90,32,2,9223.6
71,3,1,0,0,1,90,32,2,12151.4
72,1,1,1,0,1,90,4,2,17731.2
73,2,1,1,0,1,30,2,2,7400.6
74,2,1,1,1,1,70,32,10,103579.8
75,5,1,0,0,1,40,32,2,9163.8
76,2,1,1,0,1,100,256,2,4665.6
77,3,1,1,0,1,100,256,2,12264.2
78,1,1,1,1,1,100,256,8,102684.6
79,2,1,1,0,1,100,256,6,88375.6
80,5,1,0,0,1,100,256,10,301723.8
81,2,1,1,0,1,10,128,2,5748.2
