Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,2,2,1,1,1,0,0,0,0,1,60.416
1,3,2,3,0,0,0,1,1,1,1,46.206
2,4,1,1,1,0,0,1,0,0,1,22.646
3,3,3,1,1,0,1,1,0,0,0,66.96
4,3,1,3,1,1,1,0,1,1,0,31.084
5,1,2,1,1,0,1,1,1,0,0,133.818
6,4,1,3,0,1,1,1,1,0,0,24.868
7,4,1,2,0,0,0,0,0,1,1,24.324
8,4,1,3,1,0,1,0,0,0,0,23.6
9,1,3,3,1,1,1,1,0,0,0,171.936
10,4,3,3,1,1,1,1,1,1,0,42.526
11,1,1,3,1,1,1,0,0,0,1,79.554
12,4,2,2,0,0,0,0,0,1,0,30.682
13,1,1,3,0,0,1,1,0,1,0,87.562
14,2,2,3,0,0,0,0,1,1,1,62.796
15,1,2,2,0,1,0,1,1,1,0,124.204
16,1,3,2,1,0,0,1,0,1,0,151.506
17,4,1,1,0,1,0,0,1,0,1,24.832
18,3,2,1,0,0,0,0,0,1,0,39.724
19,3,2,3,1,1,1,0,1,1,1,40.266
20,2,2,2,0,0,1,1,1,0,1,75.934
21,3,1,1,0,0,1,0,1,1,1,33.928
22,2,1,1,0,1,1,1,0,0,1,45.34
23,3,3,2,0,1,1,1,1,1,0,61.424
24,2,1,3,0,1,0,1,0,1,0,46.208
25,4,2,2,1,1,0,1,1,1,0,31.47
26,3,3,1,0,1,0,1,1,1,0,61.49
27,1,3,1,0,0,0,1,0,1,1,156.276
28,4,2,1,1,1,1,0,1,1,1,30.114
29,3,3,1,1,1,1,1,1,1,1,58.876
30,4,1,3,1,0,0,0,0,0,1,23.61
31,4,1,1,1,0,0,0,0,0,1,22.254
32,4,1,1,1,0,0,0,0,0,1,22.254
33,4,1,1,1,0,0,0,0,0,1,22.254
34,4,1,1,1,0,0,0,0,0,1,22.254
35,4,1,1,1,0,0,0,0,0,1,22.254
36,4,1,1,1,0,0,0,0,0,1,22.254
37,4,1,1,1,0,0,0,0,0,1,22.254
38,4,1,1,1,0,0,0,0,0,1,22.254
39,4,1,1,1,0,0,0,0,0,1,22.254
40,2,1,1,1,0,0,0,0,0,1,42.99
41,4,1,1,1,0,0,0,0,0,1,22.254
42,4,1,1,1,0,0,0,0,0,1,22.254
43,4,1,1,1,0,0,0,0,0,1,22.254
44,2,1,1,1,0,0,0,0,0,1,42.99
45,4,1,2,1,0,0,0,0,0,1,22.878
46,1,3,1,1,0,0,0,0,0,1,157.142
