Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,2,10,4,10,1,1,1,10,1024,100,5,29,0.014914771964616106
1,2,10,4,10,10,1,1,10,512,10000,2,0,2.361461223386804e-05
2,4,1,2,10,1,1,1,1000,1024,100,5,0,5.078041176706161e-06
3,2,1,4,10,10,1,1000,10,512,10000,5,0,9.62599801975442e-06
4,2,10,2,10,1,1,1000,1000,512,100,2,0,9.656534005316075e-06
5,2,10,4,1000000,1,0,1,1000,512,100,5,0,5.556588314737134e-06
6,2,1,4,1000000,10,0,1000,10,512,100,5,0,3.861862272348419e-06
7,4,1,2,1000000,1,0,1000,1000,1024,100,2,29,2.422224718705483e-06
8,2,10,2,10,10,0,1000,1000,512,10000,2,29,0.7278214448343258
9,4,1,2,1000000,10,1,1,10,1024,100,2,0,0.0049095855013611914
10,2,1,2,10,1,0,1,1000,512,10000,2,29,0.014677309028267027
11,2,10,4,10,10,1,1,1000,1024,10000,2,0,0.14921731644718492
12,2,10,2,10,1,0,1000,1000,1024,100,5,0,0.0
13,4,1,2,1000000,1,0,1,10,512,10000,2,29,2.0803120371069653e-05
14,2,10,4,1000000,10,1,1000,10,512,100,5,0,1.637817117830434e-05
15,2,10,2,1000000,1,0,1,1000,1024,100,2,0,1.5911253290425977e-05
16,2,10,2,10,10,0,1000,1000,1024,100,5,0,4.8417306197029734e-05
17,4,10,4,10,10,0,1000,10,512,100,5,0,0.17968019049068754
18,2,10,2,1000000,1,1,1,1000,512,100,2,29,2.228710941331751e-05
19,2,10,4,10,1,1,1000,10,512,100,5,0,0.29533112005600276
20,4,10,2,1000000,1,1,1000,10,512,100,5,0,0.00011177933816663779
21,4,1,4,1000000,10,0,1000,10,512,100,5,29,2.233222382824623e-05
22,4,1,2,10,1,0,1,10,1024,10000,2,0,4.683041050702103e-06
23,4,10,4,10,10,0,1,1000,512,10000,5,29,0.07794877241453409
24,4,10,4,1000000,1,0,1000,10,512,10000,5,0,1.2703464874032076e-05
25,2,1,4,10,1,0,1,10,1024,100,2,0,0.014890892233199777
26,2,1,4,1000000,1,1,1000,10,1024,10000,5,29,1.2671861812982732e-05
27,4,1,4,1000000,1,0,1000,1000,1024,100,2,29,3.076256700985739e-05
28,2,10,2,10,1,1,1000,1000,1024,10000,5,0,0.28257924992557265
29,2,1,2,10,10,0,1000,10,512,10000,2,0,1.2922022058790744e-05
30,4,1,2,1000000,10,0,1,10,512,100,2,29,0.00515944469097193
31,4,10,2,10,1,0,1000,10,512,100,2,0,0.6156764847091681
32,4,10,4,10,10,0,1,1000,512,100,5,29,1.9557552240276585e-05
33,4,1,4,1000000,1,1,1000,1000,512,100,2,29,1.0839127806597214e-05
34,4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,2.1649021892061246e-05
35,2,10,4,1000000,1,1,1000,10,1024,10000,5,29,1.571970658833617e-05
36,2,1,2,10,1,0,1000,1000,1024,10000,2,29,0.8238617290203558
37,2,10,2,1000000,1,1,1000,1000,512,10000,2,0,0.00039867442712437847
38,4,1,4,1000000,10,0,1000,10,512,10000,2,29,8.822411163627779e-06
39,2,1,4,10,1,1,1,10,512,10000,2,29,2.3508929219667956e-05
40,2,10,2,10,10,1,1,10,512,100,5,29,0.13355725566436402
41,2,10,4,1000000,1,0,1000,10,1024,100,5,0,0.0001752338880823869
42,2,10,2,10,1,1,1000,1000,512,100,2,29,2.0548256532883644e-05
43,4,1,4,10,10,0,1,10,1024,10000,2,29,1.5391379558339866e-05
44,4,10,2,10,10,1,1,10,1024,10000,2,29,1.2438645240101705e-05
45,4,1,2,1000000,10,0,1000,1000,512,10000,5,0,1.1263475080653986e-05
46,4,10,2,10,1,1,1,1000,1024,100,2,29,1.3689199340086354e-05
47,2,1,2,1000000,10,0,1000,1000,512,100,5,0,2.798245581513567e-05
48,4,1,2,1000000,1,0,1000,1000,512,100,5,0,2.3556703737855827e-05
49,4,10,2,1000000,1,0,1000,10,512,100,5,0,4.6974526344075923e-05
50,2,1,4,10,10,1,1000,10,512,10000,2,29,8.426208652648296e-06
