Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,4,2,2,0,1,1,0,1,0,1,36.452
1,3,2,3,0,1,0,1,0,0,1,50.168
2,4,3,2,0,0,0,1,1,0,1,53.58
3,1,2,1,0,1,0,0,1,1,1,118.6
4,2,3,1,0,0,0,1,1,0,0,104.306
5,3,2,1,0,1,0,0,1,1,1,42.664
6,3,2,1,1,1,0,1,1,1,0,43.336
7,2,2,3,0,0,0,1,0,1,0,63.374
8,4,2,1,1,1,0,1,0,0,0,33.316
9,2,3,3,0,1,1,1,0,0,0,96.464
10,1,2,3,1,0,1,0,0,0,1,117.372
11,1,1,1,0,0,1,1,0,0,0,86.5
12,1,3,2,1,0,0,1,0,0,0,172.148
13,1,3,2,1,0,1,0,0,1,0,137.83
14,2,2,3,1,0,1,0,0,1,1,56.402
15,3,2,3,0,0,1,0,0,1,1,40.694
16,3,2,3,1,1,1,1,1,1,0,43.158
17,1,1,2,0,1,1,0,1,0,0,92.822
18,2,1,1,1,0,0,0,1,0,1,46.77
19,4,3,3,0,0,0,1,0,0,0,50.72
20,4,2,1,0,0,1,1,1,1,1,33.69
21,1,1,3,0,0,0,0,0,0,1,86.546
22,4,2,2,0,0,0,1,0,1,0,32.44
23,4,1,1,1,1,1,1,1,0,0,23.178
24,1,2,1,1,1,1,0,1,1,0,111.684
25,2,3,3,1,1,1,1,0,0,1,92.494
26,3,1,1,1,1,0,1,1,1,1,31.336
27,4,3,3,1,1,1,1,1,1,0,42.526
28,3,3,1,0,0,0,0,0,0,0,61.63
29,4,2,2,1,1,1,0,1,1,0,29.826
30,4,1,2,1,1,1,0,1,1,0,23.456
31,4,1,2,1,1,1,0,1,0,0,23.01
32,4,1,2,1,1,1,0,1,0,0,23.01
33,4,1,2,1,1,1,0,1,0,0,23.01
34,4,1,2,1,1,1,0,1,0,0,23.01
35,4,1,2,1,1,1,0,1,0,0,23.01
36,4,1,2,1,1,1,0,1,0,0,23.01
37,4,1,2,1,1,1,0,1,0,0,23.01
38,4,1,2,1,1,1,0,1,0,0,23.01
39,4,1,2,1,1,1,0,1,0,0,23.01
40,4,1,2,1,1,1,0,1,0,0,23.01
41,2,1,2,1,1,1,0,1,0,0,45.708
42,4,1,2,1,1,1,0,1,0,0,23.01
43,3,1,2,1,1,1,0,1,0,0,31.128
44,4,1,2,1,1,1,0,1,0,0,23.01
45,2,1,2,1,1,1,0,1,0,0,45.708
46,4,1,2,1,1,1,0,1,0,1,23.39
47,3,1,2,1,1,1,0,1,0,0,31.128
48,1,3,2,1,1,0,0,1,0,0,171.5
49,4,1,2,0,1,1,0,1,0,1,25.182
50,2,1,2,1,1,1,0,1,0,0,45.708
51,4,3,3,1,1,0,0,1,0,0,46.102
52,1,1,2,0,1,1,0,0,0,1,84.658
53,3,2,1,1,0,1,0,1,0,0,47.03
54,4,1,2,0,1,0,0,1,0,0,24.988
55,2,3,3,1,0,1,1,0,0,1,93.232
56,1,1,1,1,1,1,0,1,1,0,86.252
57,4,2,2,0,1,0,1,0,0,0,35.852
58,3,1,3,1,0,1,0,1,1,1,31.768
59,4,3,2,1,1,1,0,1,0,0,47.642
60,2,2,1,0,0,0,1,0,0,0,69.718
61,1,1,2,1,1,1,0,1,1,1,86.728
62,4,1,3,1,1,1,1,1,0,0,23.178
63,4,3,2,1,0,1,0,0,0,0,43.734
64,3,2,1,0,1,0,0,1,1,0,42.524
65,4,1,2,1,1,1,0,1,0,1,23.39
66,1,1,3,1,1,1,1,1,0,0,86.802
67,4,1,2,1,0,0,0,0,1,0,23.148
68,2,3,1,0,1,1,0,1,0,0,95.592
69,4,2,2,1,1,1,1,1,0,1,36.216
70,4,1,2,1,1,1,0,1,0,0,23.01
71,3,1,3,1,0,1,0,0,1,0,30.732
72,4,1,2,0,1,0,0,1,0,0,24.988
73,1,2,1,1,1,1,1,1,0,0,132.104
74,2,3,2,1,1,1,0,1,0,1,90.858
75,4,1,2,1,0,1,0,0,1,0,23.096
76,4,1,2,1,1,0,0,1,0,0,22.78
77,3,1,3,0,1,0,1,1,0,0,33.798
78,4,2,2,1,1,0,0,1,0,1,33.836
79,4,1,1,1,1,0,0,1,1,0,22.996
80,1,3,1,1,0,0,0,0,1,0,137.304
81,2,1,1,0,1,0,0,1,1,0,49.032
82,4,1,1,1,1,0,1,1,1,0,23.192
83,4,1,1,1,1,0,0,1,1,1,23.586
84,3,2,1,1,0,0,0,0,1,0,38.086
85,4,3,1,1,1,0,0,1,1,0,38.954
86,1,1,1,0,1,0,1,1,1,0,93.374
87,2,1,1,1,1,0,0,1,1,1,45.896
88,4,1,1,1,1,0,0,0,1,0,21.556
89,4,3,1,1,0,0,0,0,1,0,37.512
90,3,1,1,0,1,0,0,0,1,0,30.528
91,4,2,3,1,1,0,1,0,1,1,31.034
92,2,1,1,1,1,0,0,0,1,0,41.64
93,1,1,1,1,0,0,0,0,1,0,80.744
94,4,1,3,0,1,0,0,0,1,0,24.794
95,4,3,1,1,1,0,1,0,1,1,40.78
96,3,2,1,1,1,0,0,0,1,0,37.598
97,4,1,3,1,0,0,0,0,1,0,23.552
98,1,1,1,0,1,0,0,0,1,0,83.834
99,2,1,1,1,1,0,1,0,1,1,41.986
100,4,3,3,1,1,0,0,0,1,0,38.064
101,4,1,1,1,1,0,0,0,1,0,21.556
102,4,1,1,1,1,0,0,0,1,0,21.556
103,4,1,1,1,1,0,0,0,1,0,21.556
104,4,1,1,1,1,0,0,0,1,0,21.556
105,4,1,1,1,1,0,0,0,1,0,21.556
106,4,1,1,1,1,0,0,0,1,0,21.556
107,4,1,1,1,1,0,0,0,1,0,21.556
108,4,1,1,1,1,0,0,0,1,0,21.556
109,4,1,1,1,1,0,0,0,1,0,21.556
110,4,1,1,1,1,0,0,0,1,0,21.556
111,4,1,1,1,1,0,0,0,1,0,21.556
112,4,1,1,1,1,0,0,0,1,0,21.556
113,4,1,1,1,1,0,0,0,1,0,21.556
114,3,2,1,1,1,0,0,0,1,0,37.598
115,4,1,1,1,1,0,0,0,1,0,21.556
116,1,1,1,1,0,0,0,0,1,0,80.744
117,2,1,1,1,1,0,0,0,1,0,41.64
118,4,2,1,0,1,0,0,0,1,0,29.774
119,4,3,1,1,1,0,1,0,1,1,40.78
120,3,1,1,1,1,0,0,0,1,0,28.77
121,4,1,1,1,0,0,0,0,1,0,22.452
122,4,1,1,0,1,0,0,0,1,0,23.434
123,1,1,1,1,1,0,1,0,1,0,79.166
124,2,3,1,1,1,0,0,0,1,1,71.616
125,4,2,1,1,1,0,0,0,1,0,28.016
126,4,1,3,1,0,0,0,0,1,0,23.552
127,3,1,1,0,1,0,0,0,1,0,30.528
128,4,1,1,1,1,0,1,0,1,1,21.772
129,1,1,1,1,1,0,0,0,1,0,78.274
130,4,3,1,1,0,0,0,0,1,0,37.512
131,2,2,3,0,1,0,0,0,1,0,58.45
132,4,1,1,1,1,0,0,0,1,0,21.556
133,4,1,1,1,1,0,1,0,1,1,21.772
134,3,1,1,1,1,0,0,0,1,0,28.77
135,4,3,3,1,0,0,0,0,1,0,38.614
136,1,2,1,0,1,0,0,0,1,0,108.38
137,2,1,1,1,1,0,1,0,1,0,42.138
138,4,1,1,1,1,0,0,0,1,1,21.586
139,4,1,1,1,1,0,0,0,1,0,21.556
140,4,1,3,1,0,0,0,0,1,0,23.552
141,3,3,1,0,1,0,0,0,1,0,50.95
142,4,1,1,1,1,0,1,0,1,0,79.142
143,1,2,1,1,1,0,0,0,1,1,102.73
144,2,1,3,1,1,0,0,0,1,0,42.758
145,4,1,1,1,0,0,0,0,1,0,22.452
146,4,1,1,0,1,0,0,0,1,0,23.434
147,4,3,1,1,1,0,1,0,1,0,40.818
148,3,1,1,1,1,0,0,0,1,1,28.428
149,4,2,3,1,1,0,0,0,1,0,29.412
150,1,1,1,1,0,0,0,0,1,0,80.744
151,4,1,1,0,1,0,0,0,1,0,23.434
152,2,1,1,1,1,0,0,0,1,0,41.64
153,4,3,1,1,1,0,1,0,1,1,40.78
154,4,1,1,1,1,0,0,0,1,0,21.556
155,3,2,3,1,0,0,0,0,1,0,39.186
156,4,1,1,1,1,0,0,0,1,0,21.556
157,1,1,1,0,1,1,0,0,1,0,83.91
158,4,1,1,1,1,0,1,0,1,1,21.772
159,2,3,1,1,1,0,0,0,1,0,71.694
160,4,1,3,1,0,0,0,0,1,0,23.552
