Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,90053.8
1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,92540.8
2,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,84814.4
3,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,73957.2
4,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,64198.6
5,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,71033.2
6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,66005.4
7,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,82994.0
8,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,90236.4
9,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,67619.8
10,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,83627.0
11,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,67575.2
12,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,87057.0
13,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,69275.6
14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,94103.4
15,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,75827.8
16,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,86553.0
17,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,89463.2
18,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,77051.0
19,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,72950.8
20,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,69273.4
21,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,89483.8
22,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,77685.8
23,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,93216.0
24,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,84566.2
25,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,97250.2
26,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,64423.2
27,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,84033.2
28,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,74378.0
29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,69544.4
30,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,60696.4
31,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,62145.4
32,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,60696.4
33,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,60696.4
34,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,60696.4
35,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
36,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
37,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
38,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
39,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
41,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
42,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,59142.0
