Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,2,10,4,1000000,1,1,1,10,1024,10000,5,0,1.603147134774484e-05
1,4,10,2,1000000,10,0,1000,10,1024,100,5,29,1.4245548677992996e-06
2,2,10,2,10,1,1,1,1000,512,100,5,29,7.126448509733128e-06
3,2,1,2,10,10,1,1000,10,1024,10000,5,29,2.3367466701633836e-05
4,4,1,4,10,1,1,1000,10,1024,10000,5,0,1.4407856003268481e-05
5,4,1,4,10,10,1,1000,1000,1024,10000,2,0,0.4563363125480665
6,2,10,2,1000000,1,1,1,1000,1024,100,5,29,1.5905346857032067e-05
7,4,1,2,10,10,0,1000,1000,512,10000,2,29,0.5420730812295108
8,2,10,2,10,10,1,1,1000,512,100,5,0,1.5685653116073793e-05
9,4,10,4,10,10,1,1000,10,1024,100,5,0,0.1680077200702743
10,2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.00035590811992738085
11,2,10,4,10,10,1,1,1000,1024,100,5,0,9.952792918612033e-06
12,2,1,4,1000000,10,1,1,10,512,10000,5,29,2.7559344640309687e-05
13,4,1,4,1000000,1,1,1,10,1024,100,2,0,0.002046345981818003
14,2,1,4,10,10,1,1,10,1024,10000,2,0,1.4277859873291831e-05
15,4,1,2,10,1,1,1000,1000,512,10000,5,0,0.223452199537938
16,2,10,4,10,10,1,1000,10,1024,100,2,0,0.7416285792194455
17,4,10,4,10,10,1,1000,1000,512,10000,2,29,0.4037894534133309
18,2,10,4,1000000,10,0,1,10,512,100,2,0,2.739885799507053e-05
19,2,10,2,1000000,1,1,1000,10,512,100,5,29,2.2366507023316184e-05
20,4,1,4,10,1,0,1,1000,1024,10000,5,0,0.01452766235716291
21,4,10,4,10,1,0,1000,1000,512,10000,2,29,0.7093673650348261
22,2,1,4,1000000,10,0,1000,10,512,10000,2,29,0.0
23,4,1,4,1000000,10,1,1,1000,512,10000,5,29,3.013612330544751e-06
24,2,10,4,10,10,1,1000,10,512,100,5,29,0.3382299331336375
25,2,1,2,10,1,0,1000,10,512,100,2,0,0.8168214320387286
26,2,10,4,1000000,10,1,1,10,512,10000,5,29,1.7735995145707116e-05
27,4,10,4,10,10,1,1000,1000,1024,10000,2,0,0.4468718822986813
28,4,10,4,1000000,1,1,1,10,512,10000,5,29,9.657738490421622e-06
29,2,10,4,10,1,1,1,10,512,10000,5,29,9.276975413386384e-06
30,4,10,2,10,1,0,1,10,1024,100,5,29,0.014316281867592207
31,4,1,4,1000000,1,0,1000,1000,512,100,5,0,1.8989972006805526e-05
32,2,1,4,1000000,1,0,1000,10,512,100,5,0,7.080725639708442e-06
33,2,1,2,1000000,10,0,1000,10,512,100,2,29,2.318665419383292e-05
34,4,10,2,10,10,1,1000,1000,1024,10000,2,0,0.5112004594141117
35,4,1,4,1000000,1,1,1000,1000,1024,100,2,0,9.17147123126322e-06
36,4,10,2,1000000,10,0,1,10,512,10000,5,29,2.196526596790613e-05
37,2,10,2,1000000,10,0,1,1000,1024,10000,5,29,1.9590694635158872e-05
38,4,10,4,1000000,1,0,1000,10,512,10000,5,0,1.7634409192831766e-05
39,4,10,2,10,10,1,1000,1000,512,100,2,29,2.084869778476861e-05
40,4,10,2,10,1,1,1,1000,1024,10000,5,0,0.014562955337700278
41,2,10,2,10,1,1,1,10,1024,10000,5,0,1.642718266968274e-05
42,4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,2.2141167913892917e-05
43,2,10,4,10,10,1,1000,10,1024,10000,2,0,1.190382575817479e-05
44,2,10,2,1000000,10,1,1,10,1024,100,2,29,2.6624842607462368e-05
45,2,10,2,1000000,10,1,1,1000,512,10000,2,29,1.406442223490767e-05
46,4,1,4,10,1,1,1,10,1024,10000,2,29,2.2050247885595894e-05
47,4,1,2,1000000,1,1,1000,10,512,100,2,0,6.274111429745983e-06
48,2,10,2,1000000,1,1,1,10,512,10000,2,0,2.9089926228635204e-05
49,4,10,2,1000000,1,1,1,10,1024,100,2,0,0.002996728713865722
50,4,1,4,10,1,1,1000,1000,1024,100,2,29,2.7037260790626337e-05
51,4,10,2,1000000,10,0,1000,1000,1024,100,5,0,2.5656721114517396e-05
52,4,10,2,10,1,1,1000,10,512,100,2,0,0.5934135662238426
53,4,1,4,10,1,1,1000,10,512,10000,2,29,2.556443734053546e-07
54,4,1,4,1000000,1,0,1,10,512,100,2,0,0.001904911455236035
55,4,1,4,1000000,10,0,1000,10,1024,100,5,0,1.6303176612213687e-05
56,2,1,2,1000000,10,1,1,1000,1024,100,2,29,8.858147267312432e-06
57,2,1,4,10,1,1,1000,10,1024,100,5,0,0.38107566511110924
58,2,10,2,1000000,1,0,1000,10,512,100,5,29,0.0016671834100712856
59,4,10,4,10,10,0,1,1000,512,10000,2,0,0.14318949453709978
60,2,10,4,1000000,1,0,1,1000,512,10000,2,0,0.002456591789762469
61,2,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.0
62,4,1,2,1000000,1,0,1,10,1024,10000,5,29,1.960490439345744e-05
63,2,1,4,10,10,0,1000,1000,1024,10000,5,0,0.32364788567719655
64,4,1,4,1000000,10,1,1,1000,1024,10000,5,29,2.7054928252089315e-05
65,2,10,2,10,10,1,1,1000,512,10000,2,29,0.14945041227564385
66,2,1,2,1000000,1,1,1000,10,1024,100,2,29,8.47283701596608e-05
67,2,10,2,1000000,1,1,1000,1000,1024,100,2,0,3.0480968078898043e-06
68,4,1,4,1000000,1,1,1,10,512,100,2,29,0.0018984309408088301
69,2,10,2,10,1,0,1000,10,512,100,2,29,0.8018670564881321
70,2,10,4,10,10,0,1000,10,1024,10000,5,0,9.421159835000588e-06
71,2,10,4,10,10,0,1000,10,1024,10000,5,0,2.385810958643451e-06
