Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,2,0,1,0,1,50,2048,8,101207.6
1,2,1,0,0,1,20,32,4,4877.2
2,4,1,1,1,1,40,512,8,124869.4
3,4,0,1,1,0,90,1024,4,43526.8
4,1,0,0,0,0,90,2048,4,11794.2
5,5,0,1,0,0,0,2,0,9256.6
6,3,1,0,0,1,30,64,10,48754.8
7,1,0,1,1,1,60,32,8,103791.6
8,2,0,1,0,0,20,32,8,98787.4
9,4,1,0,0,0,70,2,8,58556.4
10,4,1,0,1,0,40,16,0,35469.8
11,2,1,1,1,0,90,1,6,116350.8
12,4,0,1,0,0,100,8,2,9111.2
13,5,1,1,1,0,0,256,10,299461.4
14,4,1,0,1,0,10,128,2,35673.2
15,4,1,0,1,0,80,2048,0,35720.6
16,1,1,1,1,1,50,64,0,17785.6
17,2,1,0,0,0,70,4,0,5515.0
18,2,0,0,0,1,20,1024,6,89469.4
19,3,0,0,1,1,20,512,6,10928.4
20,2,0,1,0,1,0,64,4,17992.4
21,3,0,1,0,1,40,1024,0,11977.8
22,5,0,0,1,0,60,1024,4,9174.8
23,4,0,0,0,0,80,32,2,8941.8
24,1,1,1,0,1,100,32,6,87951.6
25,4,1,1,0,0,0,32,6,27797.0
26,4,0,1,1,1,10,256,2,35655.4
27,2,1,1,0,1,60,256,10,101563.2
28,2,0,0,1,0,80,2048,10,102663.6
29,5,0,1,0,1,70,2048,6,47516.2
30,2,1,0,0,1,70,4,4,11918.6
31,2,1,0,0,1,70,4,4,11918.6
32,2,1,0,0,1,20,4096,0,5040.6
33,2,1,0,0,1,20,4096,4,4983.2
34,2,1,0,0,1,20,4096,4,4983.2
35,3,1,0,0,1,30,4096,4,12107.6
36,2,1,0,0,1,20,4096,4,4983.2
37,1,1,0,0,1,50,8,4,12178.2
38,2,1,0,0,1,20,16,4,4888.4
39,5,1,0,0,1,90,16,8,121380.2
40,3,1,0,0,1,30,16,4,12208.2
41,2,1,0,0,1,20,1,8,83313.6
42,1,1,0,0,1,40,16,4,11945.0
43,2,1,0,0,1,100,2,4,12809.4
44,5,1,0,0,1,10,128,10,300228.8
45,2,1,0,0,1,20,512,8,101295.8
46,2,1,0,0,1,50,16,2,5022.2
47,3,1,0,0,1,90,32,4,12126.0
48,1,1,0,1,1,20,1,4,15206.6
49,2,1,0,0,1,30,8,10,86289.0
50,5,1,0,1,1,60,2,4,9146.6
51,2,1,0,0,0,20,128,2,5044.0
52,3,1,0,0,1,40,64,8,38181.2
53,1,1,0,1,1,100,32,0,17734.2
54,2,0,1,0,0,0,16,4,17973.0
55,4,1,0,0,1,80,512,6,19191.4
56,2,0,0,1,0,10,32,10,105811.2
57,5,1,1,0,1,20,1024,2,9167.4
58,2,1,0,0,1,50,256,4,4553.2
59,4,0,1,1,0,50,256,0,35899.8
60,3,1,0,0,1,50,256,8,38198.8
61,1,1,0,0,1,50,256,6,89673.6
62,2,0,1,0,0,50,256,4,4557.6
63,2,0,1,0,0,50,256,4,4557.6
64,2,0,1,1,0,50,256,4,11894.6
65,4,0,1,0,0,50,256,10,113774.8
66,5,0,1,0,0,50,256,2,9198.0
67,2,0,1,0,0,60,2048,0,4708.8
68,3,0,1,1,0,50,4,4,12867.8
69,2,0,1,0,0,90,64,6,89714.8
70,1,0,1,0,0,0,8,4,18446.6
71,2,0,1,0,0,80,256,4,4300.4
72,4,0,1,1,0,80,1,8,124039.4
73,2,0,1,0,0,80,2,0,7478.6
74,5,0,1,0,0,80,128,10,300243.6
75,2,0,1,0,0,80,1024,4,4292.8
76,3,0,1,0,0,80,1024,2,12202.6
77,1,0,1,1,0,80,1024,6,90666.2
78,2,0,1,0,0,80,1024,4,4292.8
79,4,0,1,0,0,80,1024,4,12834.4
80,2,0,1,0,0,70,1024,8,100401.4
81,5,0,1,1,0,80,1024,4,9125.8
82,2,0,1,0,0,40,1024,10,101272.4
83,3,0,1,0,0,30,1024,0,12192.8
84,2,0,1,0,0,100,512,2,4684.6
85,1,0,1,1,0,10,2048,4,12335.4
86,2,0,1,0,0,80,4,6,72707.0
87,4,0,1,0,0,90,1024,4,12738.2
88,5,0,1,0,0,60,64,8,122365.0
89,2,0,1,1,0,70,8,4,12077.2
90,3,0,1,0,0,0,1,10,48214.2
91,2,0,1,0,0,80,1024,2,4700.6
92,1,0,1,0,0,40,4096,0,17727.4
93,2,0,1,1,0,30,2,4,13290.2
94,4,0,1,0,0,100,128,6,19475.8
95,5,0,1,0,0,10,512,4,9133.2
96,2,0,1,0,0,80,1024,8,101612.6
97,3,0,1,1,0,60,2048,4,12103.6
98,2,0,1,0,0,90,4,10,80959.2
99,1,0,1,0,0,80,1024,2,17726.2
100,2,0,1,0,0,0,64,4,17976.6
101,2,0,1,0,0,80,8,4,8985.2
102,2,0,1,0,0,80,4096,4,4277.2
103,2,0,1,0,0,80,4096,4,4277.2
104,2,0,1,0,0,80,4096,4,4277.2
105,2,0,1,0,0,80,4096,4,4277.2
106,2,0,1,0,0,70,4096,4,4356.6
107,2,0,1,0,0,80,4096,4,4277.2
108,2,0,1,0,0,40,4096,4,4577.0
109,2,0,1,0,0,30,4096,0,4861.2
110,2,0,1,0,0,100,4096,4,4363.0
111,4,0,1,0,0,80,4096,6,19514.4
112,2,0,1,0,0,10,4096,4,5730.0
113,5,0,1,0,0,80,4096,4,9171.2
114,2,0,1,0,0,60,4096,8,101563.6
115,3,0,1,0,0,90,4096,4,12236.8
116,1,0,1,0,0,80,4096,10,101479.8
117,2,0,1,1,0,0,32,0,17801.8
118,2,0,1,0,0,80,1,2,11146.6
119,4,0,1,0,0,70,4096,4,12888.8
120,5,0,1,0,0,40,16,6,47423.8
121,2,0,1,0,0,30,2,4,12783.4
122,3,0,1,1,0,80,128,8,38155.2
123,2,0,1,0,0,100,4096,4,4363.0
124,1,0,1,0,0,10,512,10,99449.4
125,2,0,1,0,0,80,2048,4,4291.8
126,2,0,1,1,0,90,4,0,17642.6
127,4,0,1,0,0,60,4096,2,8934.0
128,5,0,1,0,0,80,32,4,9149.6
129,2,0,1,0,0,20,64,6,89266.6
130,3,0,1,0,1,0,8,4,16119.8
131,2,1,0,1,0,80,1,8,125150.4
132,1,0,1,0,0,70,4096,4,11797.2
133,2,0,1,0,0,40,16,10,96176.6
134,4,0,1,0,1,30,2,4,15715.8
135,2,1,0,0,0,80,128,2,4706.6
136,5,0,1,1,0,100,512,0,9130.2
137,2,0,1,0,0,10,4096,4,5730.0
138,3,0,1,0,0,80,2048,6,10629.0
139,2,0,1,0,1,20,4096,4,4954.4
140,1,1,0,0,0,60,4,8,80758.0
141,2,0,1,1,0,80,64,4,11850.2
142,4,0,1,0,0,90,8,10,145912.8
143,2,0,1,0,1,0,4096,4,18015.4
144,5,1,0,0,0,80,32,2,9203.8
145,2,0,1,0,0,70,1,0,11184.4
146,3,0,1,1,0,40,4096,4,12016.6
147,2,0,1,0,0,80,16,6,83997.8
148,1,0,1,0,1,30,2,4,13253.2
149,2,1,0,0,0,100,128,8,101501.6
150,2,0,1,0,0,10,4096,4,5730.0
151,4,0,1,1,0,80,512,10,414872.4
152,5,0,1,0,0,20,4096,4,9144.8
153,2,0,1,0,1,80,2048,2,4688.0
154,3,1,0,0,0,60,4,0,12745.6
155,2,0,1,0,0,90,4096,4,4308.2
156,1,0,1,1,0,50,64,6,90965.2
157,2,0,1,0,0,0,8,4,18042.2
