Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,5,0,1,0,0,30,2048,4,9201.2
1,4,0,0,1,1,60,64,0,35931.8
2,4,1,1,1,0,60,4096,2,35604.6
3,4,1,1,0,1,100,32,0,8913.0
4,3,1,0,1,0,80,8,10,47561.8
5,2,0,1,1,0,10,256,2,17659.6
6,5,0,0,1,0,80,32,2,9194.6
7,4,1,0,0,0,50,2048,0,8966.6
8,1,1,0,1,1,100,32,0,17734.2
9,3,0,1,0,0,30,4096,8,38325.8
10,4,1,0,0,0,20,64,2,9144.4
11,4,1,1,0,1,30,32,10,119990.6
12,5,0,1,0,0,10,4,2,9202.8
13,3,1,0,0,1,20,4096,6,10947.4
14,1,1,0,1,0,40,16,6,93770.2
15,3,0,1,0,0,100,512,6,10598.0
16,1,1,1,0,1,100,4,8,81100.8
17,4,1,0,1,1,0,1024,0,35632.2
18,3,1,1,1,0,60,1024,10,48645.8
19,5,1,0,0,1,90,256,2,9239.6
20,2,1,0,0,0,20,1024,0,5052.8
21,3,1,1,0,1,10,2048,2,12569.0
22,5,1,1,0,1,90,1,8,120682.6
23,3,1,0,1,0,50,1,4,14246.2
24,2,0,0,1,1,80,512,6,90675.2
25,4,1,1,1,1,90,16,6,49384.4
26,2,1,0,0,0,100,4,6,72746.4
27,5,1,1,0,0,50,8,10,300771.6
28,3,1,1,1,0,50,4,10,46742.6
29,5,1,1,1,1,0,16,0,9269.0
30,2,1,0,0,1,70,128,0,4786.0
31,2,1,0,0,1,70,128,4,4398.8
32,2,0,0,0,1,70,128,4,4548.2
33,2,0,0,0,1,70,128,4,4548.2
34,2,0,0,0,1,70,2,4,12788.6
35,2,0,0,0,1,70,128,4,4548.2
36,2,0,0,0,1,70,128,4,4548.2
37,2,0,0,0,1,70,128,4,4548.2
38,2,0,0,0,1,40,128,4,4604.2
39,1,0,0,0,1,60,2,4,13292.4
40,2,0,0,0,1,70,64,4,4427.2
41,2,0,0,0,1,30,64,4,4573.8
42,2,0,0,0,1,70,64,8,101569.4
43,1,0,0,0,1,80,64,4,11810.0
44,2,0,0,0,1,40,8,4,9199.2
45,4,0,0,0,1,70,256,4,12931.4
46,2,0,0,0,1,0,64,8,85321.2
47,1,1,0,0,1,10,4096,4,12400.0
48,2,0,0,0,1,30,2048,10,100186.6
49,4,1,0,0,1,60,32,2,8944.8
50,2,0,0,1,1,20,512,4,12097.6
51,5,1,0,0,1,70,64,8,121328.0
52,1,1,0,0,1,80,1,2,17654.4
53,2,0,0,1,0,10,256,4,12420.4
54,3,1,0,0,1,40,4096,0,12173.0
55,4,1,1,0,1,90,2,10,180681.2
56,5,0,0,1,0,100,1024,6,47812.0
57,2,1,1,0,1,20,2048,4,4965.6
58,1,1,0,0,1,0,32,2,17906.0
59,3,0,0,1,0,70,8,8,36981.0
60,2,1,1,0,1,30,16,0,5023.6
61,4,1,0,0,0,50,64,6,19438.8
62,5,0,0,1,1,60,512,10,299780.8
63,2,1,1,0,1,70,1,4,14741.0
64,3,0,0,0,1,90,4,4,12903.0
65,2,1,0,0,0,100,1024,2,4668.6
66,2,0,1,1,1,80,128,0,17662.2
67,1,1,0,0,1,70,256,6,88731.4
68,5,0,0,0,0,10,4096,4,9177.8
69,4,1,1,0,1,20,64,8,42022.8
70,2,0,0,1,1,50,16,10,105313.0
71,3,1,0,0,1,0,2,4,15884.8
72,2,0,0,0,0,70,2048,4,4398.8
73,2,1,1,0,0,40,2048,0,4930.0
74,5,0,0,1,0,70,2048,6,47507.4
75,1,1,0,0,0,60,2048,4,11848.0
76,2,0,0,0,0,30,2048,2,4854.4
77,4,1,0,0,0,90,128,8,38822.8
78,2,0,1,1,0,70,8,4,12077.2
79,3,0,0,0,0,100,32,10,48188.6
80,2,1,0,0,0,80,4,4,11921.6
81,2,0,0,0,0,70,512,4,4454.0
82,1,1,1,0,0,10,128,0,17676.8
83,5,0,0,1,0,50,2048,6,47748.0
84,4,1,0,0,0,0,1,2,11898.6
