Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,5,1,1,0,0,10,512,10,301204.8
1,2,1,1,0,1,50,128,0,4860.8
2,4,0,0,0,0,90,1,4,20188.6
3,4,0,0,0,1,60,16,0,9005.8
4,4,0,0,0,1,0,512,2,11883.6
5,3,1,1,1,0,50,512,2,12116.4
6,3,1,0,1,0,90,32,4,12164.2
7,5,1,0,1,1,30,16,2,9210.0
8,1,0,0,0,1,80,2,4,13334.2
9,4,0,0,1,1,60,2048,6,49304.0
10,4,1,1,1,1,30,32,0,35768.0
11,2,1,1,0,0,0,256,6,82133.2
12,2,1,0,0,0,90,2048,0,4681.6
13,1,0,0,0,1,50,64,10,101533.0
14,2,1,0,1,0,60,2048,2,17631.4
15,3,1,1,1,1,70,4096,10,48450.8
16,2,0,1,1,0,100,16,2,17628.8
17,5,1,0,1,1,100,4096,4,9171.4
18,1,0,1,0,0,10,1024,8,99839.0
19,4,1,1,0,1,30,4096,2,9001.8
20,1,0,1,0,0,10,4,10,80748.6
21,1,0,0,1,1,40,2048,2,17732.0
22,1,0,1,1,1,80,16,4,11955.4
23,3,0,1,0,0,40,2048,0,12066.8
24,2,1,1,0,1,40,512,10,101358.0
25,3,0,0,1,1,50,2048,10,48847.0
26,1,0,0,1,0,50,16,2,17681.6
27,3,1,0,1,0,10,2048,6,11706.8
28,2,0,1,0,1,60,4096,4,4414.0
29,4,0,0,0,0,60,32,10,116682.4
30,2,1,1,0,0,20,8,8,86331.2
31,2,1,1,0,0,90,128,0,4692.2
32,2,1,1,0,0,90,1,0,11162.2
33,2,0,0,0,1,20,4096,4,4979.6
34,5,1,1,0,0,70,2,0,9111.0
35,2,0,0,0,1,90,4,8,81000.8
36,2,1,1,0,0,60,64,4,4396.6
37,2,0,1,0,1,60,64,4,4385.8
38,5,1,1,0,1,60,64,4,9153.0
39,2,0,1,0,0,60,64,4,4372.0
40,2,0,1,0,1,0,64,4,17992.4
41,5,0,1,0,0,60,64,4,9137.6
42,2,0,1,0,1,80,256,4,4303.8
43,2,0,1,0,0,80,256,6,85365.4
44,4,0,1,0,1,80,256,4,12788.0
45,2,0,1,0,0,80,256,4,4300.4
46,2,0,1,0,1,80,256,8,101352.8
47,5,0,1,0,0,80,256,6,47698.6
48,3,0,1,0,1,80,256,4,12109.6
49,4,0,1,0,0,80,1024,4,12834.4
50,2,0,1,0,1,100,8,8,86014.0
51,2,0,1,0,1,30,128,4,4576.4
52,4,0,1,0,0,70,1,6,34881.2
53,3,0,1,1,1,0,256,4,16052.2
54,5,0,1,0,0,80,2,2,9131.4
55,1,0,1,1,1,20,512,4,11964.2
56,2,0,1,0,0,80,256,10,101350.4
57,2,0,1,0,1,100,32,8,99342.6
58,1,0,0,1,0,10,1024,6,93751.0
59,3,0,1,0,1,30,4,4,12790.8
60,2,0,1,0,0,40,256,0,4852.6
61,4,0,0,1,1,50,8,2,35673.4
62,2,0,1,0,0,80,128,10,101310.2
63,5,0,1,0,1,70,1,4,9215.4
64,1,1,0,1,0,0,512,4,18381.6
65,2,0,1,0,1,80,16,0,4980.0
66,3,0,1,0,0,20,256,2,12221.4
67,2,1,0,1,1,10,2,8,117756.6
68,4,0,1,0,0,40,32,6,20527.2
69,2,0,1,0,1,50,4,10,80856.6
70,1,1,0,0,0,100,256,4,11762.8
71,5,0,1,1,0,90,1024,4,9127.8
72,2,0,1,0,1,30,4096,0,4808.8
