Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,1,4,10,1,1,1000,1000,512,100,5,29,9.856988738259161e-06
1,2,1,2,10,10,0,1000,1000,512,100,2,0,7.176408041853701e-06
2,4,10,2,1000000,10,0,1,10,1024,10000,2,0,2.169131575316561e-05
3,4,1,2,10,10,0,1000,10,1024,100,2,0,0.5620174079565983
4,2,10,2,1000000,1,0,1000,10,512,100,5,0,1.8756158775654233e-05
5,4,1,2,1000000,1,1,1,1000,1024,10000,2,0,0.0032392682952119426
6,2,10,4,10,10,0,1,10,1024,100,2,29,0.14887415201499218
7,2,1,4,1000000,1,0,1,10,512,100,2,29,0.0013025099429515759
8,2,10,2,1000000,1,0,1000,1000,1024,100,5,29,1.151106119914626e-05
9,2,10,4,1000000,1,0,1000,10,512,100,5,0,2.3248992059650647e-05
10,2,10,4,1000000,1,1,1,1000,512,10000,2,29,0.002495562158361189
11,4,10,4,1000000,1,1,1000,10,512,100,5,29,1.6458338842065548e-05
12,2,10,4,1000000,1,1,1000,10,1024,10000,5,29,1.4793162006875982e-05
13,2,1,2,10,1,1,1,10,512,100,5,29,0.014802938053724634
14,4,1,2,10,1,1,1,10,512,100,2,0,0.01448029096791087
15,2,10,4,10,1,0,1000,1000,512,10000,5,29,0.3087822723385855
16,4,1,4,1000000,1,0,1,10,512,100,5,29,0.0008654888907772757
17,2,1,2,1000000,1,1,1000,10,1024,10000,5,0,4.9959860653501235e-06
18,4,1,4,1000000,1,1,1000,10,1024,10000,5,0,3.816170330835218e-06
19,4,10,2,1000000,10,1,1,10,512,100,2,0,0.00011684539511264234
20,4,1,2,1000000,10,1,1000,1000,1024,10000,5,0,1.3176699263570476e-05
21,2,1,2,10,10,1,1000,1000,1024,10000,5,29,0.3443445313510057
22,4,10,2,10,1,1,1000,10,512,10000,2,0,1.011197344123053e-05
23,4,1,2,10,10,1,1000,1000,1024,10000,2,29,0.5360623375904368
24,2,1,2,10,10,0,1000,10,1024,10000,2,0,8.375083330225409e-06
25,2,1,2,10,1,0,1,1000,1024,100,2,0,1.9866136987297847e-05
26,2,10,4,1000000,1,1,1000,1000,512,10000,5,0,3.0427050499902917e-05
27,4,10,2,1000000,10,0,1,1000,1024,10000,5,29,0.0005822635243192365
28,4,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.0009076124660214165
29,4,1,4,1000000,10,0,1,10,512,100,5,29,0.0001093263310177792
30,4,1,2,1000000,1,0,1,1000,512,10000,5,0,0.0006801051162145962
31,2,1,4,1000000,10,1,1000,1000,512,100,5,29,5.441022758147494e-06
32,2,1,2,10,10,1,1,1000,512,100,2,0,2.9945224169564827e-05
33,4,1,2,10,1,1,1,1000,1024,100,5,29,2.2411833068515124e-05
34,2,10,2,1000000,10,0,1,1000,512,10000,5,0,1.149516156830358e-05
35,2,1,4,10,10,0,1000,10,512,10000,2,29,1.7523586979765488e-05
36,2,1,2,1000000,1,1,1000,1000,512,10000,5,0,0.0001588198513118232
37,4,10,4,1000000,10,1,1,10,512,100,5,29,0.0
38,4,1,2,10,10,0,1,10,512,10000,5,0,5.593660773681233e-06
39,4,1,2,1000000,10,1,1000,1000,1024,100,2,29,7.0994262837649545e-06
40,4,1,2,1000000,1,1,1,1000,512,10000,5,29,0.0007024934191030684
41,4,10,4,10,1,1,1000,10,512,10000,5,29,2.4020027004389424e-05
42,2,10,2,1000000,10,1,1,1000,1024,10000,5,0,3.5238076430747904e-05
43,4,1,2,1000000,1,1,1,10,1024,100,2,0,0.0031321816050663724
44,4,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.001185289801578346
45,2,10,2,1000000,10,1,1,10,512,10000,2,29,4.023790200867157e-06
46,4,10,4,1000000,1,1,1,10,1024,10000,5,29,7.141084237884585e-06
47,4,10,4,10,1,0,1000,1000,1024,100,2,0,3.514691168278091e-05
