Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,5,0,1,1,0,0,256,6,47519.8
1,1,0,1,1,1,20,4,8,114266.6
2,4,0,0,0,1,0,4096,8,76044.8
3,2,1,1,0,0,0,1,10,85155.0
4,4,0,1,0,0,90,4,2,9347.2
5,4,1,1,1,1,30,32,0,35768.0
6,5,0,0,1,1,70,1,0,9162.2
7,2,1,0,1,0,30,256,10,103351.6
8,4,1,1,1,0,10,32,0,35723.6
9,2,0,1,1,0,40,4096,2,17594.0
10,4,1,1,1,0,70,4096,10,416574.6
11,1,1,0,1,1,60,32,0,17904.4
12,1,1,0,1,0,20,1,2,17655.0
13,2,0,0,0,1,80,32,10,99687.2
14,3,1,1,1,0,10,8,0,12617.2
15,1,0,0,1,0,100,2,10,117695.4
16,5,1,1,1,1,100,256,8,122306.2
17,5,0,0,0,1,10,128,10,301120.2
18,5,1,1,1,0,60,8,4,9102.0
19,1,1,0,0,1,70,2,10,80097.8
20,3,0,1,1,0,90,16,4,12195.6
21,2,0,1,1,0,0,4,4,18501.6
22,4,1,1,0,0,100,1,2,10011.2
23,2,1,1,0,1,50,256,8,101366.0
24,5,0,0,1,0,20,2048,0,9196.6
25,4,1,1,1,0,0,1024,4,39508.4
26,3,1,0,0,1,40,512,0,12007.4
27,5,0,0,1,1,10,64,6,47467.0
28,2,0,0,0,1,70,2,4,12788.6
29,2,0,0,1,0,80,64,2,17708.0
30,5,0,0,1,1,60,8,6,47652.6
31,5,0,1,1,1,60,8,4,9242.8
32,5,1,0,1,1,70,1,4,9115.4
33,5,1,1,1,1,60,2048,4,9187.4
34,5,1,1,1,0,50,8,4,9166.2
35,5,1,0,1,1,70,512,4,9155.8
36,5,1,1,1,0,60,1024,4,9194.4
37,5,1,0,1,1,30,16,6,47565.2
38,3,1,1,1,0,90,1,4,14394.4
39,5,1,0,1,1,70,128,8,121373.0
40,5,1,1,1,0,40,1,4,9139.2
41,5,1,0,1,1,60,4,4,9155.6
42,1,1,1,0,0,30,8,6,76501.2
43,3,1,0,1,0,80,4096,8,38066.4
44,4,1,1,1,1,20,1,4,42513.4
45,5,1,0,1,0,70,8,2,9184.2
46,1,1,1,1,1,50,128,4,11768.2
47,5,1,0,0,0,90,32,4,9165.8
48,4,1,1,1,1,60,16,8,125124.2
49,3,1,0,1,0,0,2048,10,48198.6
50,5,1,1,0,1,70,1,6,47145.8
51,1,1,0,1,0,100,4096,0,17742.4
52,5,1,1,1,1,40,256,2,9182.0
53,2,1,0,1,0,20,1024,4,12079.8
54,4,1,1,0,1,30,512,10,119697.8
55,5,1,0,1,0,10,64,4,9206.8
56,3,1,1,1,1,80,4,0,12916.2
57,1,0,0,0,0,70,2,8,80357.8
58,5,1,1,1,1,60,8,2,9152.8
59,2,1,0,1,0,0,1,4,18462.6
60,4,0,1,0,1,100,32,10,114110.4
61,5,1,0,1,0,50,256,6,47747.6
62,3,0,1,1,1,90,128,0,12030.8
63,5,1,0,1,0,70,8,4,9329.6
64,1,1,1,0,1,10,2048,4,12396.4
65,2,0,0,1,0,60,64,2,17665.8
66,5,1,1,1,1,40,16,8,121329.2
67,4,1,0,1,0,20,1024,4,43310.6
68,5,0,1,0,1,80,512,10,298710.2
69,5,1,0,1,0,70,1,6,47562.6
70,2,1,1,1,1,60,2,4,13312.6
71,3,1,0,1,0,30,4096,0,12116.8
72,5,0,1,1,1,0,4,4,9222.2
73,1,1,0,0,0,100,8,2,17725.4
74,5,1,1,1,1,50,1,4,9146.2
75,4,1,0,1,0,90,32,8,125354.4
76,5,0,1,1,1,60,8,6,47470.8
77,2,1,0,0,0,70,256,4,4390.8
78,2,1,1,0,0,10,256,10,99370.8
79,2,1,0,0,0,40,256,0,4872.6
80,2,1,0,0,0,40,256,0,4872.6
81,2,0,0,0,0,40,256,0,4895.8
82,2,1,0,0,0,40,256,0,4872.6
83,2,1,0,0,0,40,256,0,4872.6
84,2,1,0,0,0,40,256,0,4872.6
85,2,0,0,0,0,70,256,0,4788.4
86,2,0,0,0,0,70,256,0,4788.4
87,2,0,0,0,0,70,128,0,4795.2
88,2,0,0,0,0,70,16,8,95309.2
89,2,0,0,0,0,70,2048,2,4783.6
90,2,0,0,0,0,70,2048,2,4783.6
91,2,0,0,0,0,20,2048,2,5053.2
92,2,0,0,0,0,80,2048,2,4704.2
93,3,0,0,0,0,80,2048,2,12172.0
94,1,0,0,0,0,80,64,2,17760.8
95,2,0,0,0,0,80,1024,2,4724.8
96,4,0,0,0,0,80,512,2,8923.4
97,2,0,0,0,0,80,4096,6,85332.4
98,3,0,0,0,0,30,2048,10,48873.4
99,2,0,0,0,0,0,2,2,11421.8
100,1,0,0,0,0,50,4,2,17671.8
101,2,0,0,0,0,80,1024,2,4724.8
102,2,0,0,0,0,80,1024,2,4724.8
103,2,0,0,0,0,80,1024,2,4724.8
104,2,0,0,0,0,80,1024,2,4724.8
105,2,0,0,0,0,80,1024,2,4724.8
106,2,0,0,0,0,100,32,2,4718.4
107,2,0,0,0,0,100,32,2,4718.4
108,2,0,0,0,0,100,32,8,99450.8
109,4,0,0,0,0,100,32,2,8959.6
110,2,0,0,0,0,100,32,6,87712.8
111,2,0,0,0,0,100,32,10,99853.6
112,3,0,0,0,0,90,128,2,12197.2
113,1,0,0,0,0,10,2048,4,12402.6
114,2,0,0,0,0,20,16,8,96786.6
115,2,0,0,0,0,100,64,2,4709.4
116,4,0,0,0,0,30,64,6,19950.6
117,2,0,0,0,0,0,64,10,85342.2
118,3,0,0,0,0,50,64,4,12158.4
119,2,0,0,0,0,90,64,2,4678.4
120,1,0,0,0,0,90,64,4,11753.4
121,2,0,0,0,0,90,512,2,4671.0
122,4,0,0,0,0,90,512,8,38986.2
123,2,1,0,0,0,90,512,4,4343.8
124,2,1,0,0,0,90,512,4,4343.8
125,3,1,0,0,0,90,512,4,12094.6
126,2,1,0,0,0,90,512,4,4343.8
127,1,1,0,0,0,90,512,4,11779.6
128,2,1,0,0,0,90,512,4,4343.8
129,4,1,0,0,0,90,512,4,12754.8
130,2,1,0,0,0,90,512,4,4343.8
131,2,1,0,0,0,90,512,4,4343.8
132,3,1,0,0,1,90,512,4,12121.0
133,2,1,0,0,0,90,512,4,4343.8
