Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,5,1,0,0,0,40,256,10,302634.6
1,1,0,0,1,0,80,1024,2,17813.8
2,3,0,1,0,1,80,4096,4,12121.4
3,3,1,0,0,0,60,64,2,12103.6
4,3,1,0,1,1,60,1,6,18066.8
5,4,0,0,0,0,90,8,6,22232.0
6,2,0,1,0,0,50,4,2,5482.6
7,4,0,0,1,0,80,128,0,35863.6
8,4,0,1,0,0,10,1024,6,21708.0
9,1,0,1,1,0,20,128,2,17714.4
10,5,0,0,1,1,50,1,6,47233.0
11,5,0,1,0,1,10,2,0,9170.8
12,4,1,1,1,0,90,2,0,35695.2
13,3,0,1,0,1,60,1024,4,12089.8
14,2,1,1,1,1,50,2,2,17661.4
15,1,1,1,0,1,80,64,8,101717.0
16,1,1,0,0,1,50,512,10,101148.0
17,3,0,1,1,1,30,16,4,12071.0
18,3,1,1,1,0,40,256,6,10665.8
19,3,0,1,0,0,0,2048,0,16108.4
20,2,0,1,0,0,60,512,4,4412.8
21,3,0,1,0,1,10,4,4,12956.4
22,2,1,1,0,1,10,128,10,99614.4
23,5,0,1,0,0,90,4096,10,301017.8
24,4,0,1,0,0,10,16,8,46862.6
25,5,0,0,1,1,20,8,10,300121.0
26,5,0,1,1,0,60,16,4,9165.6
27,5,1,0,1,0,0,4096,6,47399.4
28,2,1,0,0,1,50,512,8,101077.8
29,2,1,0,1,1,100,4,10,113885.8
30,2,0,1,0,0,70,32,2,4773.0
31,2,0,1,0,0,70,32,2,4773.0
32,2,0,1,0,0,70,32,4,4728.6
33,2,0,1,0,0,70,32,4,4728.6
34,2,0,1,0,0,70,512,4,4353.4
35,2,0,1,0,0,100,512,4,4345.0
36,2,0,1,0,0,100,512,4,4345.0
37,2,0,1,0,0,100,512,4,4345.0
38,1,0,1,0,0,100,512,4,11713.6
39,2,0,1,0,0,100,2048,4,4383.4
40,2,0,1,0,0,100,256,8,101149.2
41,4,0,0,0,0,100,1,4,20139.6
42,1,0,1,0,0,30,64,0,17698.2
43,2,0,1,0,0,40,512,4,4610.8
44,4,0,1,0,0,100,8,4,13810.4
45,2,0,0,0,0,80,1024,6,85460.0
46,1,0,1,0,0,20,512,0,17705.0
47,2,0,1,0,0,100,1,8,83718.8
48,4,1,0,0,0,30,128,2,9026.8
49,2,0,1,1,0,90,2,4,13310.2
50,3,0,1,0,0,40,64,6,10565.6
51,1,1,1,0,0,0,256,4,18483.4
52,2,0,1,1,0,100,2048,0,17642.0
53,5,0,0,0,1,80,512,4,9147.6
54,3,1,1,0,0,20,1024,10,49184.0
55,2,0,1,0,0,100,4096,2,4661.0
