Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,4,1,1,0,0,100,4,8,51442.6
1,3,1,1,1,0,0,128,8,44472.8
2,1,0,0,1,1,10,2048,0,17732.2
3,3,0,0,0,0,40,128,10,48665.4
4,5,1,1,0,1,40,512,10,302063.2
5,2,0,0,1,0,90,128,4,11847.4
6,3,0,0,1,1,0,512,2,16032.0
7,4,1,0,1,0,30,256,2,36034.6
8,2,1,1,1,1,10,256,8,105498.0
9,2,1,1,0,0,0,1024,4,17981.4
10,1,0,1,1,1,10,4,4,12511.2
11,5,1,0,0,1,50,128,8,122291.2
12,4,0,1,0,1,60,1024,6,19545.4
13,4,1,0,1,1,10,16,4,43076.2
14,2,1,1,0,0,100,8,6,76338.2
15,2,0,0,0,1,80,32,0,4710.2
16,3,0,0,1,0,20,512,4,12208.0
17,4,1,0,0,1,30,8,8,49262.4
18,5,0,0,0,1,10,64,0,9171.6
19,1,1,0,1,1,70,2,0,17675.4
20,5,1,0,1,1,60,4096,6,47738.8
21,1,1,0,0,0,40,1,8,83641.6
22,1,1,0,0,1,10,8,0,17712.2
23,1,1,1,1,0,60,512,8,102632.6
24,3,1,1,0,1,20,1,8,42750.0
25,3,1,0,1,0,40,32,4,12081.2
26,1,0,0,0,1,40,1,2,17664.4
27,1,1,1,1,1,30,64,8,103261.4
28,3,1,1,1,1,30,64,10,48837.0
29,5,0,0,0,1,70,2048,2,9188.0
30,2,0,0,0,1,80,32,0,4710.2
31,2,0,0,0,1,80,32,0,4710.2
32,2,0,0,0,1,80,32,0,4710.2
33,2,0,0,0,1,80,32,0,4710.2
34,2,0,0,0,1,80,32,0,4710.2
35,2,0,0,0,1,80,32,0,4710.2
36,2,0,0,0,1,90,16,10,95250.8
37,2,0,0,0,1,50,2,0,7496.2
38,2,0,0,0,1,80,4096,0,4758.2
39,2,0,0,0,1,100,4,10,80634.4
40,2,0,0,0,0,80,2048,0,4702.6
41,4,0,0,0,0,0,2048,6,27530.0
42,2,0,0,0,0,90,2048,2,4702.8
43,2,0,0,0,0,90,2048,2,4702.8
44,5,0,1,0,0,90,2048,2,9118.2
45,4,0,0,0,0,90,2048,2,8933.0
46,2,0,0,0,0,50,256,2,4887.4
47,2,0,1,0,0,90,2048,2,4675.2
48,3,0,1,0,0,100,128,6,10565.6
49,4,0,1,0,0,20,1024,2,9111.0
50,5,0,1,0,0,0,2048,10,299216.2
51,2,0,1,1,0,70,4,4,12465.0
52,2,0,1,0,0,90,16,2,4915.0
53,4,0,1,0,0,60,256,6,19531.4
54,3,0,1,1,0,50,2048,4,12188.0
55,2,0,1,0,0,20,2,2,7451.6
56,5,0,1,0,0,100,4096,10,302234.0
57,1,0,1,1,0,10,512,6,93640.4
58,2,0,1,0,0,0,1024,8,85415.0
59,3,1,1,0,0,70,128,4,12218.8
60,2,0,1,1,0,30,8,2,17614.6
61,5,1,1,0,0,40,2048,0,9120.8
62,1,0,1,0,0,90,1,8,83709.6
63,4,0,1,1,0,60,64,0,35831.4
64,2,1,1,0,0,80,2048,2,4711.8
65,3,0,0,0,0,10,4,10,47149.4
66,2,0,1,1,0,90,16,0,17665.8
67,1,1,0,0,0,20,512,4,12026.2
68,2,0,0,0,0,30,8,6,76510.8
69,5,0,1,0,0,40,2,0,9164.2
70,2,1,0,1,0,80,256,8,102715.2
71,4,0,0,0,0,50,4096,2,8951.8
72,2,0,1,0,0,70,1024,0,4770.2
73,3,0,0,0,0,100,2048,10,48629.6
74,1,1,0,0,0,80,128,2,17777.6
75,2,0,1,1,0,60,1,4,15265.4
76,5,0,0,0,0,0,64,0,9193.6
77,2,0,1,0,0,90,2048,6,83214.8
78,4,1,0,0,0,80,2048,8,39359.4
79,2,0,0,1,0,10,4,2,17842.8
80,3,0,1,0,0,90,16,0,12126.8
81,1,0,0,0,0,30,512,10,100439.2
82,2,1,1,0,1,40,8,2,5238.0
83,2,0,0,1,0,20,2,0,17796.8
84,5,0,1,0,1,50,256,4,9184.2
85,4,0,0,0,0,80,4096,6,19118.4
86,2,1,1,0,0,100,2048,2,4673.4
87,2,1,1,0,1,100,1024,2,4758.0
88,3,1,1,1,0,100,128,2,12202.8
89,1,1,1,0,0,100,2048,2,17729.4
90,2,1,1,0,0,100,1,2,11117.8
91,5,1,1,0,1,100,64,2,9173.2
92,4,1,1,1,0,70,2048,2,35619.6
93,2,1,1,0,0,90,4,2,5483.4
94,2,1,1,0,1,0,16,2,11400.0
95,3,1,1,0,0,60,32,8,37892.0
96,1,1,1,1,0,100,2048,2,17755.6
97,2,1,1,0,0,10,512,10,99661.0
98,5,1,1,0,1,90,2,2,9137.4
99,2,1,1,0,0,30,8,4,9184.8
100,4,1,1,1,0,20,256,6,48812.4
101,2,0,0,0,0,80,2048,0,4702.6
102,2,0,1,0,0,40,2048,0,4845.0
