Iteration,new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
0,2,1,3,1,1,1,1,1,0,1,46.38
1,3,2,2,1,1,1,1,0,0,1,46.988
2,1,3,1,0,0,0,1,1,0,0,193.886
3,2,2,1,1,1,1,0,1,1,0,58.808
4,1,2,1,0,1,1,0,1,1,0,118.068
5,4,2,2,1,1,1,0,0,0,1,31.92
6,3,3,2,0,1,0,1,1,1,1,61.156
7,2,1,2,1,1,0,1,1,1,0,46.172
8,3,2,3,1,0,1,0,1,1,0,40.398
9,2,1,2,0,1,0,1,1,1,1,49.78
10,3,3,2,1,0,0,1,0,0,0,67.172
11,3,3,1,1,1,0,0,0,1,1,48.824
12,2,2,3,1,1,1,1,1,0,0,70.59
13,1,2,3,1,0,0,0,0,1,0,105.714
14,2,3,3,1,0,0,1,1,1,1,84.936
15,3,2,3,1,1,0,1,0,0,1,47.202
16,4,2,2,0,1,1,0,1,1,1,31.662
17,1,2,2,1,0,1,1,1,1,0,119.08
18,4,2,2,0,0,0,1,0,1,0,32.44
19,1,2,2,1,0,0,1,1,0,1,134.322
20,3,3,1,1,0,0,1,1,0,0,71.584
21,2,1,2,0,1,1,0,1,1,0,49.102
22,1,3,3,1,1,1,0,1,0,0,172.2
23,4,1,3,0,0,1,1,1,0,0,25.22
24,4,3,2,0,0,1,1,1,1,1,44.722
25,3,3,1,0,0,1,0,1,1,0,54.806
26,3,3,2,1,1,0,0,0,0,0,58.23
27,4,2,1,1,1,1,1,1,1,0,31.514
28,1,3,2,1,0,1,0,1,0,0,173.734
29,3,2,3,1,1,1,1,1,1,0,43.158
30,4,1,1,0,0,1,1,1,0,0,25.196
31,4,1,1,0,0,1,1,1,0,0,25.196
32,4,1,1,0,0,1,1,1,0,0,25.196
33,4,1,1,0,0,1,1,1,0,0,25.196
34,4,1,1,0,0,1,1,1,0,0,25.196
35,4,1,1,0,0,1,1,1,0,0,25.196
36,4,1,1,0,0,1,1,0,0,0,24.072
