Iteration,new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
0,3,0,0,0,0,40,2,8,39283.2
1,5,0,0,0,0,20,4096,6,47402.0
2,4,0,0,0,1,10,512,8,46646.2
3,5,0,1,1,0,40,64,2,9190.4
4,5,0,1,1,0,90,16,0,9175.8
5,3,0,1,1,0,60,2048,0,12097.4
6,3,0,1,0,1,50,2,8,39131.8
7,4,1,0,1,1,50,2048,4,43483.0
8,2,0,1,0,1,100,32,4,4628.6
9,5,0,1,1,1,50,4,0,9186.6
10,1,1,0,1,0,20,1024,10,103780.0
11,1,0,0,1,0,80,4,8,114168.8
12,4,1,0,1,0,60,4096,2,35582.2
13,5,0,1,1,0,80,4,0,9192.8
14,3,1,1,0,0,30,128,2,12042.4
15,5,0,1,0,1,70,2,0,9115.2
16,3,1,0,1,0,50,2,4,13091.2
17,1,1,0,1,1,0,64,10,131693.0
18,1,1,1,0,1,20,128,8,101049.4
19,1,0,0,0,1,20,512,2,17780.4
20,5,1,1,1,1,50,1024,10,304187.8
21,4,1,0,0,0,90,64,4,12791.4
22,5,1,1,1,1,70,1,10,298857.6
23,4,0,1,0,1,70,2048,2,8899.2
24,5,0,0,1,1,0,16,8,120857.8
25,2,0,1,0,1,60,4,6,72795.4
26,2,1,1,1,1,0,1024,8,131458.2
27,4,0,0,1,1,80,1,2,35773.8
28,2,0,0,0,0,70,8,4,8922.4
29,4,1,1,0,1,0,512,0,11866.4
30,2,0,1,0,1,100,32,4,4628.6
31,2,0,1,0,1,100,32,4,4628.6
32,2,0,1,0,1,100,32,4,4628.6
33,2,0,1,0,1,100,256,6,88239.4
34,2,0,1,0,1,100,32,4,4628.6
35,2,0,1,0,1,10,32,4,5591.8
36,2,0,1,0,1,40,32,4,4565.0
37,2,0,1,0,1,40,32,6,88018.6
38,2,0,1,0,1,40,8,4,9175.8
39,2,0,1,0,1,40,256,4,4606.8
40,3,0,1,0,1,40,256,4,12038.8
41,2,0,1,0,1,40,256,4,4606.8
42,2,0,1,0,1,40,4096,6,89499.0
43,3,0,1,0,1,30,256,4,12173.4
44,2,0,1,0,0,40,16,10,96176.6
45,2,0,1,0,1,10,256,4,5746.2
46,1,0,1,0,0,90,2048,0,17702.0
47,3,0,1,0,1,40,128,4,12106.8
48,2,0,1,0,1,30,4096,8,100439.6
49,1,0,1,0,0,40,2,6,73521.0
50,2,0,0,0,1,60,64,4,4453.4
51,3,0,0,0,1,60,64,10,48490.2
52,5,1,0,0,0,60,64,0,9183.2
53,4,0,0,1,1,60,64,2,35793.8
54,1,1,0,0,1,60,64,4,11798.2
55,2,0,0,0,0,20,512,8,101519.0
56,5,0,0,1,1,80,1,10,300251.0
57,4,1,0,0,1,90,1024,2,8916.2
58,2,0,0,1,1,50,8,0,17653.4
59,3,0,0,0,0,10,4,4,13013.8
60,1,1,0,0,1,60,16,8,95875.8
61,5,0,0,1,1,30,128,4,9252.4
62,2,0,0,0,1,20,2048,6,89548.0
63,4,1,0,0,0,80,64,2,8933.2
64,2,0,0,1,1,70,2,4,13289.0
65,2,0,0,0,1,60,32,10,99580.4
66,5,1,0,0,1,0,1,0,9210.4
67,1,0,0,0,0,50,512,4,11866.8
68,2,0,0,1,1,90,4096,8,102832.8
69,4,0,0,0,1,10,1024,4,13971.6
70,3,1,1,0,1,60,4,6,13563.4
71,2,0,1,0,1,70,32,2,4785.2
72,2,0,0,1,0,20,64,4,12118.4
73,2,0,1,0,1,0,8,10,85281.6
74,5,0,0,0,1,80,16,4,9162.4
75,1,1,1,0,1,30,128,0,17732.0
76,3,0,1,1,0,50,32,4,12232.4
77,2,0,0,0,1,40,2048,6,89462.4
