Iteration,topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
0,4,10,2,10,10,1,1000,1000,512,100,5,0,8.586043261855104e-06
1,2,10,2,1000000,10,1,1,10,512,10000,2,29,5.726123144823512e-06
2,4,10,4,1000000,10,0,1,10,512,100,5,29,4.095948421133285e-07
3,4,1,4,1000000,10,0,1,1000,1024,100,2,29,1.4352750725316531e-05
4,2,1,2,1000000,10,1,1000,10,512,10000,2,29,1.4318080548568952e-05
5,2,1,4,1000000,10,0,1000,10,1024,100,5,0,0.0
6,2,10,4,1000000,10,1,1,1000,512,100,2,29,1.9518497561080734e-05
7,2,1,4,10,10,1,1,10,512,10000,5,0,2.493462897916972e-05
8,2,1,4,1000000,10,1,1,10,1024,100,2,29,3.224177475806048e-05
9,4,10,2,1000000,1,1,1000,10,512,100,2,29,0.0001419830189724809
10,2,10,4,10,1,0,1,10,512,10000,2,0,7.44664644761135e-06
11,4,10,4,1000000,1,0,1,1000,512,10000,5,29,0.000870364100075402
12,4,10,2,10,10,0,1,1000,1024,100,2,29,7.860819863400024e-06
13,2,1,4,10,10,0,1000,1000,512,100,2,29,1.421323831876205e-05
14,2,1,4,1000000,1,1,1000,10,1024,100,5,29,6.498231322152076e-06
15,4,1,4,10,10,0,1000,10,1024,10000,2,29,1.5543241772701272e-05
16,2,10,2,10,10,0,1,1000,512,10000,5,0,0.13616102792380813
17,2,1,4,10,10,0,1000,10,512,10000,5,0,3.5897476903617256e-05
18,2,10,4,10,1,0,1000,10,1024,100,2,0,0.8789017034920935
19,4,1,2,10,10,1,1000,1000,512,10000,5,0,0.20873750229704768
20,2,1,2,1000000,1,0,1,10,1024,100,5,0,2.046846505544141e-05
21,4,1,2,1000000,1,1,1000,10,1024,10000,2,29,9.085497493153786e-06
22,4,10,4,10,1,0,1000,10,512,100,5,0,0.20927185066558224
23,4,10,4,10,1,1,1000,1000,1024,10000,2,29,0.7371814434331395
24,2,1,2,10,10,0,1,10,1024,10000,2,29,3.17680841983745e-05
25,4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.1868424178304111
26,2,10,4,10,1,0,1000,10,1024,10000,2,29,7.601970714665448e-06
27,4,1,4,10,10,1,1,10,512,100,5,0,0.08181744316169559
28,2,10,4,1000000,10,1,1000,10,1024,10000,5,0,2.212671620212774e-05
29,4,1,2,10,1,1,1,10,1024,100,2,29,0.014879152952923986
30,2,1,2,10,10,0,1,1000,1024,10000,5,29,0.14254087940276775
31,4,10,2,10,10,0,1,1000,512,100,5,0,1.6256741957840637e-05
32,4,10,4,1000000,10,0,1000,10,512,100,5,0,2.978485529356011e-05
33,4,10,2,1000000,10,1,1000,10,1024,100,2,29,8.954916801704298e-06
34,4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.0052800312989687145
35,2,1,4,1000000,1,1,1000,1000,512,10000,2,29,2.349391951102765e-05
36,2,1,4,1000000,1,0,1000,10,1024,10000,5,29,1.700214052230201e-05
37,2,1,4,10,10,0,1000,10,512,10000,2,29,3.5831761615077337e-06
38,2,10,2,1000000,1,0,1,1000,512,100,2,29,3.669038442032113e-05
39,4,10,4,10,1,1,1000,1000,512,10000,2,29,0.7188062520278766
40,4,10,4,1000000,1,1,1,10,512,10000,2,29,3.350057871279553e-05
41,2,1,2,1000000,10,1,1000,1000,1024,10000,2,29,1.3812975855370402e-05
42,4,10,4,10,10,0,1000,10,512,100,2,0,0.41328368128158804
43,4,1,2,10,10,1,1000,1000,1024,100,5,29,3.6207459175786246e-06
44,2,1,2,1000000,10,1,1000,1000,512,100,5,0,1.011812030699906e-05
45,4,1,2,10,10,1,1,10,1024,10000,2,29,1.3853829375845353e-05
46,2,1,2,1000000,1,0,1000,1000,512,10000,5,29,3.6436842276916875e-05
47,2,1,2,10,1,0,1,10,1024,10000,5,29,4.229273263037498e-05
48,2,10,2,1000000,1,1,1,10,512,100,2,29,0.002500301209556491
49,4,1,2,10,10,1,1,1000,512,10000,2,29,0.14433918075243465
50,4,10,2,10,1,1,1,1000,512,10000,2,0,0.014623176109034575
51,4,10,2,10,1,0,1,10,512,10000,5,0,1.539197784964709e-05
52,2,1,4,1000000,10,1,1,1000,512,10000,2,29,2.4260753077091404e-05
53,2,1,2,1000000,1,1,1,10,512,100,5,0,0.000823901920698847
54,4,10,4,10,10,1,1,10,1024,10000,5,0,1.7098279671985343e-05
55,2,1,4,10,10,1,1000,10,512,100,5,0,0.31452261263575454
56,4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.20818000601417525
57,2,1,4,1000000,10,1,1000,10,512,100,2,0,2.219519740112128e-05
58,4,10,2,10,10,0,1,10,1024,100,5,0,0.08011753752136398
59,2,10,2,10,10,0,1000,10,512,10000,5,0,2.2687525936443876e-05
60,4,10,4,10,1,0,1000,1000,512,100,2,0,8.843259852926066e-06
61,4,1,2,10,10,0,1000,10,512,10000,5,0,1.679677053806673e-05
62,2,1,2,10,1,0,1000,10,1024,10000,5,0,2.65788095789169e-05
