Iteration,ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,81861.2
1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,86568.0
2,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,77634.8
3,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,84425.6
4,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,77723.8
5,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,76729.8
6,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,72970.6
7,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,66565.2
8,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,78715.8
9,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,96901.4
10,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,86057.4
11,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,92402.6
12,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,70873.6
13,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,83072.0
14,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,85676.0
15,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,70079.0
16,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,84110.6
17,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,84050.4
18,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,81829.8
19,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,81169.2
20,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,70881.6
21,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,88797.0
22,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,86098.0
23,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,95977.6
24,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,74602.6
25,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,68897.2
26,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,80078.6
27,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,79944.4
28,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,76790.2
29,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,70476.6
30,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
31,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
32,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
33,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
34,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
35,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
36,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
37,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
38,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
39,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
40,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
41,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
42,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,59308.6
43,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
44,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
45,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
46,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
47,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912.4
48,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,58981.2
49,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,62849.6
50,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,57962.0
51,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,58062.6
52,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,62099.4
53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,57892.2
54,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,79204.8
55,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,67219.8
56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
57,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,91374.4
58,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,66123.2
59,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,76576.2
60,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,79085.6
61,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
62,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,80785.2
63,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,67459.0
64,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,62194.0
65,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,82165.0
66,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,65436.8
67,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
68,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,62194.0
69,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,91940.2
70,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
71,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
72,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,72442.4
73,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,84416.0
74,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
75,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
76,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,65600.2
77,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,91529.0
78,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,57094.8
79,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
80,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,62299.6
81,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,66448.8
82,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,83357.4
83,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,56420.0
84,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
85,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,72247.4
86,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,84308.2
87,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,57200.8
88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
89,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,72247.4
90,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,76848.4
91,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,64167.8
92,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
93,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56855.8
94,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,92715.2
95,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,64167.8
96,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56855.8
97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
98,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,92715.2
99,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,63074.0
100,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56855.8
101,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56333.2
